	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000163346	79	73	65	53	44	56	94	120	4	4	3	5	1	2	6	2
ENSG00000163347	3	2	4	2	7	2	7	6	4	2	1	4	0	2	8	4
ENSG00000163348	234	225	230	189	197	249	301	426	16	9	3	4	6	2	9	10
ENSG00000163349	712	630	723	626	566	729	936	1097	33	28	14	20	12	6	22	29
ENSG00000163352	2	5	1	2	1	0	1	2	0	0	0	0	0	0	0	0
ENSG00000163354	1	3	2	3	1	0	3	6	0	0	0	0	1	0	0	0
ENSG00000163357	8	5	4	6	5	9	10	16	1	0	0	0	0	0	0	0
ENSG00000163359	6	2	2	1	0	0	1	3	0	1	0	0	0	0	0	0
ENSG00000163362	7	4	7	6	5	3	6	9	1	0	0	0	0	0	0	0
ENSG00000163374	252	228	240	243	165	246	318	375	11	10	1	8	3	5	12	4
ENSG00000163376	329	318	347	264	328	310	478	605	7	10	4	3	2	8	5	11
ENSG00000163377	1	1	0	2	0	1	2	3	0	0	0	0	0	0	0	0
ENSG00000163378	206	175	192	146	165	184	270	355	13	7	4	4	4	4	8	3
ENSG00000163380	3	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000163382	398	344	391	331	337	392	486	525	54	40	19	24	18	12	29	38
ENSG00000163389	265	240	343	243	256	262	391	481	6	3	3	3	1	2	2	2
ENSG00000163393	76	67	54	40	36	57	86	125	1	0	0	1	1	0	1	1
ENSG00000163394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163395	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000163399	1272	1173	1289	1198	1122	1331	1437	1585	319	300	164	183	138	97	315	273
ENSG00000163406	10	22	18	13	5	8	13	22	0	0	0	0	0	0	0	0
ENSG00000163412	178	155	143	156	113	157	221	303	1	0	0	0	0	0	0	0
ENSG00000163421	16	14	12	12	12	23	23	25	1	0	0	1	0	0	2	2
ENSG00000163424	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000163428	947	899	975	818	824	930	1208	1349	20	17	9	13	12	8	25	15
ENSG00000163430	525	459	468	367	417	485	676	781	66	58	24	36	30	29	51	54
ENSG00000163431	14	11	8	12	5	13	10	23	2	0	0	0	0	0	0	1
ENSG00000163435	2	2	1	2	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000163440	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0
ENSG00000163444	175	168	178	128	169	149	238	303	0	0	0	0	2	0	0	0
ENSG00000163449	5	9	4	4	3	4	7	6	0	0	0	0	0	0	0	0
ENSG00000163453	21	24	23	6	6	18	38	36	2	3	0	1	1	0	2	2
ENSG00000163462	12	7	6	6	5	9	5	7	0	1	0	2	0	0	0	0
ENSG00000163463	1	0	0	1	0	1	2	4	0	0	0	0	0	0	0	0
ENSG00000163464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163466	406	361	409	334	388	418	502	561	89	89	31	40	40	35	80	61
ENSG00000163467	30	21	20	19	19	20	34	40	2	3	0	0	0	1	1	0
ENSG00000163468	602	543	593	492	558	594	677	706	216	201	123	135	123	102	198	180
ENSG00000163472	20	25	18	18	10	13	29	47	2	0	0	0	0	1	0	2
ENSG00000163479	309	278	346	292	329	352	405	438	35	32	14	22	11	16	31	37
ENSG00000163481	172	153	180	132	154	149	240	313	26	19	11	13	11	8	16	15
ENSG00000163482	276	218	236	209	194	213	346	450	10	7	3	6	3	2	13	8
ENSG00000163485	6	7	16	7	5	6	10	14	1	1	0	0	1	0	0	0
ENSG00000163491	89	78	67	55	49	81	93	118	2	4	0	0	0	0	4	0
ENSG00000163492	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000163497	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000163499	2	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000163501	2	2	2	1	1	0	0	3	0	0	0	0	0	0	0	0
ENSG00000163507	660	626	686	557	546	652	813	907	55	29	14	12	16	9	37	34
ENSG00000163508	26	29	30	19	25	31	46	54	1	2	0	1	0	0	1	2
ENSG00000163510	356	351	376	323	322	378	515	546	26	22	11	14	7	9	29	13
ENSG00000163512	150	148	146	122	133	139	182	237	5	8	5	5	2	6	5	4
ENSG00000163513	80	72	60	65	56	54	85	123	8	10	4	3	2	1	5	3
ENSG00000163515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163516	165	149	166	125	118	155	215	267	8	10	4	6	5	6	10	9
ENSG00000163517	43	21	26	24	19	19	49	60	5	4	2	2	3	3	8	3
ENSG00000163518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163519	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000163520	6	10	15	8	7	6	10	15	0	0	0	0	0	0	0	0
ENSG00000163521	50	37	55	40	40	38	72	96	0	2	2	3	0	1	3	3
ENSG00000163527	1077	958	1091	867	962	1056	1306	1475	72	59	30	35	36	13	60	61
ENSG00000163528	133	112	132	96	108	139	191	209	24	18	8	12	15	4	16	16
ENSG00000163530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163531	29	17	21	21	9	19	22	56	0	1	0	0	0	0	1	1
ENSG00000163534	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163535	306	294	312	264	213	311	387	412	22	20	14	10	8	5	18	18
ENSG00000163536	22	37	42	19	33	30	48	64	3	1	3	1	1	2	4	5
ENSG00000163539	1054	938	1036	825	870	987	1322	1501	47	38	19	17	12	12	35	17
ENSG00000163541	308	259	315	253	283	315	396	436	39	46	23	20	18	12	32	35
ENSG00000163545	14	5	7	12	4	7	10	22	0	0	0	0	0	1	0	2
ENSG00000163554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163558	343	344	359	271	290	344	454	570	17	11	6	5	5	5	16	13
ENSG00000163563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163565	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000163568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163576	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0
ENSG00000163577	156	127	136	114	113	149	209	268	11	8	5	4	5	3	6	9
ENSG00000163581	5	1	1	1	0	3	3	7	0	0	0	0	0	0	0	0
ENSG00000163584	187	192	194	144	167	190	246	272	5	11	7	3	2	1	5	6
ENSG00000163586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163590	277	214	241	206	179	195	341	467	16	14	5	10	9	2	11	17
ENSG00000163596	112	112	121	112	81	114	169	232	2	3	2	1	2	1	1	5
ENSG00000163599	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000163600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163602	306	261	349	267	245	292	455	549	14	18	4	10	5	4	9	10
ENSG00000163605	461	459	435	330	404	410	528	572	11	14	6	5	6	4	11	12
ENSG00000163606	5	9	4	7	3	7	5	10	0	0	0	0	0	0	0	0
ENSG00000163607	127	124	126	102	108	132	176	205	8	7	6	1	2	2	5	9
ENSG00000163608	586	505	570	444	469	582	708	849	13	14	9	4	12	9	11	19
ENSG00000163611	79	63	46	48	44	50	64	96	0	1	0	1	0	0	0	0
ENSG00000163617	35	28	29	27	15	30	27	51	2	4	1	0	0	0	0	1
ENSG00000163618	0	0	0	0	0	0	0	0	5	4	2	4	3	2	5	2
ENSG00000163623	34	19	10	17	12	19	18	29	3	4	0	0	0	1	1	2
ENSG00000163624	167	162	172	132	130	170	256	307	15	13	3	5	3	2	12	12
ENSG00000163625	1085	886	1072	909	818	992	1327	1715	28	19	8	7	14	3	24	21
ENSG00000163626	184	144	183	124	125	172	245	285	13	11	8	7	6	4	13	7
ENSG00000163629	1069	956	1069	859	885	1050	1420	1687	62	56	18	30	26	15	46	36
ENSG00000163630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163631	3	4	1	2	1	0	0	4	0	0	0	0	0	0	0	0
ENSG00000163632	6	7	8	10	9	3	11	15	0	0	0	0	0	0	0	0
ENSG00000163633	2	1	0	2	1	2	1	2	0	0	0	0	0	0	0	0
ENSG00000163634	128	138	133	103	110	132	161	177	16	12	5	5	7	8	14	11
ENSG00000163635	0	2	2	0	1	1	3	6	0	0	0	0	0	0	0	0
ENSG00000163636	502	443	504	401	480	496	603	678	73	58	32	27	30	34	60	64
ENSG00000163637	13	6	10	11	8	8	12	29	0	0	0	0	0	0	0	1
ENSG00000163638	149	129	122	120	67	123	160	249	0	1	1	0	1	0	2	2
ENSG00000163644	251	245	230	189	179	218	296	401	11	8	5	5	5	2	11	6
ENSG00000163645	1	0	1	1	0	1	1	5	0	0	0	0	0	0	0	0
ENSG00000163646	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163655	966	912	900	735	819	889	1136	1342	141	111	67	77	66	47	120	98
ENSG00000163659	256	263	331	277	265	325	465	565	19	32	11	18	16	10	18	23
ENSG00000163660	229	209	267	179	205	236	350	409	6	2	1	1	2	0	2	1
ENSG00000163661	11	3	2	3	9	6	4	11	6	5	2	1	2	1	2	8
ENSG00000163666	10	12	6	9	6	16	14	13	0	0	0	0	0	0	1	0
ENSG00000163673	2	1	0	0	2	2	0	4	0	0	0	0	0	0	0	1
ENSG00000163681	733	714	661	560	600	669	886	1065	7	21	3	5	2	3	13	4
ENSG00000163682	144	156	143	109	111	128	190	232	7	9	5	3	5	3	11	13
ENSG00000163683	41	36	42	28	40	41	78	93	2	6	1	3	2	1	4	6
ENSG00000163684	314	313	326	260	254	305	377	499	1	2	3	5	0	0	1	1
ENSG00000163686	78	72	75	44	55	73	103	155	1	3	2	1	0	1	1	3
ENSG00000163687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163689	78	63	59	45	49	46	78	131	1	0	0	0	0	0	3	1
ENSG00000163694	24	34	38	25	16	31	42	50	5	12	3	4	3	3	5	4
ENSG00000163697	202	177	167	173	139	159	247	376	3	9	3	3	2	4	4	7
ENSG00000163701	3	1	2	0	1	2	2	5	0	0	0	0	0	0	0	0
ENSG00000163702	36	31	28	25	24	25	41	53	2	1	0	1	1	0	3	0
ENSG00000163703	68	67	77	46	53	59	102	140	6	8	4	3	3	3	3	5
ENSG00000163704	33	32	21	15	12	15	38	53	2	3	3	0	0	0	3	2
ENSG00000163705	8	10	7	9	2	3	4	13	0	0	0	0	0	0	0	0
ENSG00000163710	239	204	232	167	175	237	324	363	12	17	6	3	9	4	10	4
ENSG00000163714	1680	1574	1688	1385	1479	1608	2004	2107	62	39	22	18	21	24	71	38
ENSG00000163719	230	226	249	200	201	255	367	394	15	21	9	10	13	4	11	9
ENSG00000163728	191	193	185	161	140	174	251	274	16	20	3	4	11	7	10	12
ENSG00000163734	3	2	1	2	1	2	1	2	0	0	0	0	0	0	1	0
ENSG00000163735	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000163736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163738	47	40	59	35	44	41	73	94	0	0	0	0	0	0	0	1
ENSG00000163739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000163743	318	296	310	244	260	322	404	460	12	13	3	8	8	1	4	9
ENSG00000163746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163754	187	187	213	173	205	200	276	351	42	30	17	22	11	15	34	20
ENSG00000163755	302	253	252	210	238	294	376	509	27	25	8	11	11	4	15	19
ENSG00000163762	0	0	0	0	0	0	0	0	1	7	2	8	5	5	5	11
ENSG00000163781	984	924	997	806	806	970	1208	1443	48	51	24	23	20	20	46	41
ENSG00000163785	101	100	129	95	105	124	163	174	0	1	0	0	0	1	4	2
ENSG00000163788	7	2	4	5	2	3	5	5	1	0	0	1	0	0	1	1
ENSG00000163792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163793	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000163794	9	10	5	7	7	7	10	12	0	0	0	0	0	0	0	0
ENSG00000163795	46	39	35	32	35	43	61	79	7	2	1	0	2	1	2	3
ENSG00000163798	227	269	238	212	222	238	337	383	16	20	6	5	10	5	17	17
ENSG00000163803	1	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0
ENSG00000163806	27	23	17	15	9	13	20	36	0	0	0	0	0	0	0	0
ENSG00000163807	30	18	19	17	16	27	23	27	1	1	0	1	0	0	1	1
ENSG00000163808	525	463	470	392	410	452	651	763	9	10	7	10	12	6	9	10
ENSG00000163810	5	5	10	7	4	6	8	16	0	0	0	0	0	0	0	0
ENSG00000163811	916	830	910	744	801	891	1106	1207	75	63	36	50	30	20	64	67
ENSG00000163812	416	397	401	362	371	411	557	658	8	2	1	4	3	0	7	3
ENSG00000163814	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0
ENSG00000163815	26	22	22	18	21	16	30	29	1	1	1	0	1	1	2	0
ENSG00000163817	0	2	2	2	3	1	2	3	0	0	0	0	0	0	0	0
ENSG00000163818	249	206	196	195	191	198	298	374	16	18	3	6	11	4	14	8
ENSG00000163820	388	336	267	277	237	256	369	526	13	10	7	6	2	5	14	10
ENSG00000163823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163825	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163832	269	256	275	184	205	243	328	393	9	10	4	6	7	3	10	6
ENSG00000163833	2	2	8	6	3	5	8	9	0	0	0	0	0	0	0	0
ENSG00000163840	77	66	55	41	35	39	84	119	12	14	5	6	8	2	10	11
ENSG00000163848	539	515	532	456	458	560	736	858	16	14	5	7	2	5	20	14
ENSG00000163864	19	18	13	18	19	18	20	33	2	2	1	1	0	0	1	3
ENSG00000163866	52	39	41	35	35	42	56	60	5	4	4	3	5	2	6	6
ENSG00000163867	61	53	53	50	50	70	79	105	1	2	2	0	0	0	5	1
ENSG00000163870	119	86	111	88	86	106	153	226	4	11	5	8	4	2	12	11
ENSG00000163872	475	378	400	379	335	402	542	721	28	25	14	13	10	4	23	25
ENSG00000163873	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0
ENSG00000163874	26	11	16	21	18	13	32	44	3	3	1	0	1	1	3	0
ENSG00000163875	232	209	208	170	194	202	265	324	11	22	12	8	6	4	16	11
ENSG00000163877	206	196	253	173	192	219	320	398	14	26	6	16	10	5	14	11
ENSG00000163879	23	31	24	30	13	17	30	46	0	0	0	0	0	0	0	0
ENSG00000163882	298	281	258	218	231	247	354	398	40	63	49	36	33	30	42	57
ENSG00000163884	76	44	60	40	48	53	94	111	1	4	1	0	2	1	1	2
ENSG00000163885	9	9	4	1	2	1	2	3	0	0	0	0	0	0	0	0
ENSG00000163888	3	4	4	2	1	2	2	4	2	1	2	1	1	0	1	2
ENSG00000163898	0	3	0	2	1	0	2	5	2	2	1	0	1	0	2	1
ENSG00000163900	19	16	15	11	6	13	17	25	4	1	1	1	2	1	2	3
ENSG00000163902	696	623	712	565	643	712	844	917	103	99	49	49	45	34	116	83
ENSG00000163904	314	277	305	249	279	326	423	486	6	17	5	10	4	4	5	13
ENSG00000163909	15	12	12	20	11	15	17	26	1	2	2	3	1	1	0	1
ENSG00000163913	198	146	195	145	141	171	233	328	8	16	5	9	1	5	9	7
ENSG00000163914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163918	407	397	374	316	349	371	489	529	40	36	21	23	15	14	24	25
ENSG00000163923	48	42	54	27	43	48	66	77	2	4	2	3	2	3	2	1
ENSG00000163930	635	554	668	547	535	636	845	989	17	22	11	12	11	5	19	16
ENSG00000163931	1069	944	1112	998	1045	1124	1391	1510	164	157	78	83	60	55	124	123
ENSG00000163932	123	108	131	104	64	80	143	181	16	24	4	7	8	4	16	15
ENSG00000163933	365	352	413	354	331	387	495	601	18	16	7	9	9	3	11	5
ENSG00000163935	381	353	350	271	289	354	482	620	7	6	4	3	4	3	2	3
ENSG00000163938	686	638	668	527	612	667	813	844	79	70	39	29	29	38	69	57
ENSG00000163939	1022	917	985	836	855	996	1262	1442	78	60	25	49	32	27	52	55
ENSG00000163945	188	164	124	124	82	108	155	243	4	3	4	3	0	1	4	3
ENSG00000163946	853	769	808	659	698	829	1053	1182	27	24	12	19	11	10	29	29
ENSG00000163947	160	124	133	120	112	133	217	288	11	4	1	7	4	4	6	12
ENSG00000163950	417	399	356	293	333	394	473	535	39	30	17	21	7	15	37	24
ENSG00000163956	661	618	606	562	527	574	787	902	47	51	26	32	13	11	36	42
ENSG00000163958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163959	3	4	2	2	4	4	9	12	0	0	0	0	0	0	0	0
ENSG00000163960	847	694	644	645	515	618	824	1122	41	37	16	19	16	8	31	36
ENSG00000163961	432	408	434	339	350	399	532	623	9	14	4	11	10	5	8	8
ENSG00000163964	84	70	79	48	71	68	94	121	5	2	3	2	2	0	10	5
ENSG00000163975	22	42	31	18	14	34	36	70	5	0	0	1	1	2	3	0
ENSG00000163982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163993	9	3	2	4	1	1	1	6	0	0	0	0	0	0	0	0
ENSG00000163995	6	6	9	12	11	6	16	28	1	0	0	0	0	1	1	0
ENSG00000164002	19	13	16	19	18	24	29	37	6	5	4	3	0	4	6	2
ENSG00000164007	0	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000164008	73	68	64	76	56	78	91	135	3	2	1	1	0	0	1	3
ENSG00000164010	62	45	44	45	27	47	71	98	3	0	1	1	0	0	0	3
ENSG00000164011	86	84	102	66	64	75	90	118	5	7	1	2	4	2	5	2
ENSG00000164022	200	188	205	158	166	212	260	311	26	30	22	15	13	14	26	23
ENSG00000164023	193	180	185	116	125	182	269	327	11	17	6	7	2	3	7	13
ENSG00000164024	528	477	518	431	398	513	614	710	34	26	20	18	15	9	37	23
ENSG00000164031	212	215	218	174	173	207	296	385	7	4	2	1	2	0	3	3
ENSG00000164032	534	516	536	462	512	538	592	622	55	41	25	35	32	30	46	51
ENSG00000164035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164037	4	2	4	5	2	3	0	6	0	0	1	0	0	0	0	0
ENSG00000164038	93	87	91	75	73	88	132	181	4	3	1	2	1	1	4	8
ENSG00000164039	112	113	121	83	112	125	162	193	12	13	7	7	8	6	13	10
ENSG00000164040	258	247	239	231	193	232	277	361	28	26	8	15	8	5	17	11
ENSG00000164045	775	739	817	625	729	849	978	1106	45	37	25	16	23	13	35	30
ENSG00000164047	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164048	38	33	15	11	17	25	19	47	3	2	0	2	0	0	1	4
ENSG00000164049	4	8	3	6	4	5	13	5	0	1	0	0	0	0	0	0
ENSG00000164050	67	65	73	55	39	62	87	112	2	2	0	0	1	0	3	4
ENSG00000164051	195	181	187	166	176	190	246	315	18	21	2	6	4	8	11	21
ENSG00000164053	272	237	282	212	241	252	354	488	18	12	6	6	3	3	13	7
ENSG00000164054	243	219	263	221	240	252	351	383	5	11	2	5	5	0	3	3
ENSG00000164056	106	83	80	64	49	56	92	117	7	5	4	3	1	2	5	1
ENSG00000164061	180	106	113	151	67	98	117	214	1	4	0	0	1	0	4	2
ENSG00000164062	609	533	579	436	495	552	733	830	37	48	21	24	15	7	20	40
ENSG00000164066	325	324	335	238	236	290	404	509	1	10	4	2	0	1	1	3
ENSG00000164068	402	342	338	365	224	308	437	604	14	18	5	1	6	2	12	8
ENSG00000164070	890	806	856	692	746	860	1126	1310	98	85	23	44	38	28	65	61
ENSG00000164073	254	256	243	200	188	224	321	425	12	8	2	6	6	3	9	4
ENSG00000164074	188	159	164	135	148	155	228	310	9	8	1	3	4	4	4	8
ENSG00000164076	87	64	65	68	48	66	104	137	3	2	2	1	2	1	2	1
ENSG00000164077	154	131	150	107	143	159	211	269	4	3	1	2	1	0	3	1
ENSG00000164078	6	11	6	3	3	3	6	14	0	0	0	1	0	1	1	1
ENSG00000164080	1039	899	928	849	724	802	1054	1388	17	20	6	7	6	2	9	11
ENSG00000164081	98	85	125	89	129	107	168	199	4	11	2	3	3	2	6	8
ENSG00000164082	2	0	1	3	3	1	1	7	0	0	0	0	0	0	0	0
ENSG00000164086	133	123	104	108	69	81	159	211	5	6	2	5	2	3	5	8
ENSG00000164087	188	152	203	163	158	199	268	333	12	7	4	5	4	4	4	12
ENSG00000164088	89	94	86	64	79	92	120	150	2	2	0	0	0	0	1	2
ENSG00000164089	14	12	6	13	10	15	14	21	3	1	0	1	1	0	1	2
ENSG00000164091	107	89	110	88	104	119	147	155	4	4	7	2	4	3	3	5
ENSG00000164093	72	65	61	47	40	81	83	103	1	3	2	3	1	2	5	4
ENSG00000164096	181	207	186	124	170	183	255	277	2	8	4	7	4	1	5	6
ENSG00000164099	171	148	159	122	127	168	240	267	3	6	5	1	4	1	5	5
ENSG00000164100	5	4	6	4	3	5	5	9	0	0	0	0	0	0	0	0
ENSG00000164104	406	398	415	313	348	398	487	494	64	53	32	31	53	33	56	54
ENSG00000164105	115	102	125	78	97	116	161	198	12	6	3	2	5	3	7	6
ENSG00000164106	2	5	9	2	2	8	9	13	0	0	0	0	0	0	0	0
ENSG00000164107	8	10	3	0	8	5	10	20	2	1	1	1	0	0	1	0
ENSG00000164109	590	541	599	504	539	592	738	831	55	36	17	24	28	22	40	39
ENSG00000164111	455	460	484	360	447	473	578	650	83	67	37	43	39	33	89	73
ENSG00000164112	8	6	5	5	3	1	11	14	0	1	0	0	0	0	0	1
ENSG00000164113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164114	243	248	213	188	209	261	345	415	24	23	6	13	8	8	16	14
ENSG00000164116	117	108	130	81	98	132	157	229	7	5	2	5	2	0	6	1
ENSG00000164117	154	147	143	124	133	174	207	292	9	13	4	9	4	10	8	6
ENSG00000164118	155	144	123	115	105	143	171	246	2	7	4	3	4	5	5	7
ENSG00000164120	18	19	15	10	18	20	24	38	5	3	2	0	1	1	1	0
ENSG00000164122	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164123	5	2	0	4	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000164124	95	84	92	56	85	110	145	198	5	2	1	1	2	2	3	3
ENSG00000164125	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000164128	2	3	1	0	4	1	2	7	0	0	0	0	0	0	0	0
ENSG00000164129	9	8	9	4	15	2	15	18	0	0	0	0	0	0	0	0
ENSG00000164134	1255	1186	1176	1028	942	1147	1419	1586	137	107	62	73	72	48	127	94
ENSG00000164136	0	2	0	3	3	2	4	4	0	1	1	0	1	0	0	0
ENSG00000164142	106	85	92	89	74	83	111	201	2	6	1	4	2	2	2	3
ENSG00000164144	287	266	272	226	242	253	395	427	19	19	7	11	7	4	17	11
ENSG00000164151	968	818	913	789	772	889	1213	1444	29	25	9	15	12	7	31	21
ENSG00000164161	35	38	27	32	14	34	32	58	1	1	0	0	5	0	0	1
ENSG00000164162	1	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000164163	841	790	878	709	809	866	1049	1163	46	35	21	28	27	24	37	46
ENSG00000164164	253	264	216	198	148	192	235	347	5	3	4	1	2	1	3	3
ENSG00000164167	93	84	108	72	94	92	124	135	18	12	8	8	9	5	11	16
ENSG00000164168	170	136	145	149	136	158	211	259	5	7	4	4	4	3	2	6
ENSG00000164169	268	243	208	178	209	214	318	411	17	6	4	6	6	5	8	9
ENSG00000164171	164	151	138	111	129	156	216	315	12	16	2	7	5	4	12	11
ENSG00000164172	243	225	217	166	178	231	289	357	16	12	5	7	11	4	12	12
ENSG00000164175	2	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0
ENSG00000164176	21	20	22	21	18	23	38	50	22	28	13	11	4	5	33	20
ENSG00000164180	145	114	127	95	102	123	174	187	27	31	4	19	16	13	19	22
ENSG00000164181	129	104	116	82	94	133	147	225	10	8	4	6	6	5	4	5
ENSG00000164182	56	56	74	58	58	71	105	103	7	5	6	3	1	2	6	5
ENSG00000164185	3	3	2	1	3	6	3	4	0	0	0	0	0	0	0	0
ENSG00000164187	258	237	265	197	199	239	374	456	5	4	3	5	3	1	4	8
ENSG00000164188	3	3	3	5	3	1	3	7	0	0	1	0	0	0	0	0
ENSG00000164190	1084	955	957	954	647	863	1138	1475	54	58	28	28	22	19	46	52
ENSG00000164197	11	14	15	11	7	17	15	20	1	2	1	0	2	0	0	0
ENSG00000164199	1184	1082	1120	948	806	1039	1486	1903	22	27	6	15	19	9	40	28
ENSG00000164209	255	263	261	216	245	282	365	396	22	13	8	4	8	8	15	16
ENSG00000164211	190	190	191	145	164	188	268	340	21	16	4	8	9	7	16	13
ENSG00000164219	369	365	381	323	291	361	510	588	16	17	9	15	5	6	12	13
ENSG00000164220	7	5	4	6	2	3	3	6	0	1	0	0	0	0	0	0
ENSG00000164221	80	75	86	47	67	80	101	127	10	8	4	3	4	1	14	13
ENSG00000164236	64	72	54	57	39	54	71	123	0	0	0	0	0	0	0	0
ENSG00000164237	107	89	89	92	64	57	107	151	53	48	27	34	30	16	47	51
ENSG00000164241	77	85	73	58	61	57	107	160	1	1	1	1	0	0	3	3
ENSG00000164244	437	411	400	347	345	383	503	638	39	43	23	25	25	20	50	39
ENSG00000164251	101	81	113	75	82	112	140	183	17	18	6	5	5	4	17	12
ENSG00000164252	194	180	187	109	131	178	238	296	5	6	4	3	3	3	8	3
ENSG00000164253	105	97	103	79	85	104	136	135	6	6	1	1	4	3	4	2
ENSG00000164256	0	1	1	2	0	0	2	1	0	0	1	0	0	0	0	0
ENSG00000164258	120	119	107	90	89	112	152	188	13	12	7	11	10	3	13	14
ENSG00000164265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164283	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000164284	286	255	290	218	268	283	366	422	11	8	3	6	3	5	8	9
ENSG00000164287	0	2	0	0	0	1	1	1	0	1	0	1	0	0	0	0
ENSG00000164291	109	84	84	72	56	82	132	168	9	6	3	5	3	3	14	9
ENSG00000164292	390	336	388	298	322	377	509	663	37	35	10	11	4	7	23	21
ENSG00000164294	231	227	199	175	183	226	284	378	9	12	3	4	3	4	8	7
ENSG00000164296	61	41	60	57	47	55	86	115	2	3	0	2	3	1	4	4
