	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
MAGT1	2229	2105	3192	4578
MAIP1	446	390	746	996
MAK	161	129	137	227
MAK16	594	595	771	1033
MALSU1	810	780	1004	1488
MALT1	492	432	645	1043
MAMDC4	151	127	212	304
MAML1	842	652	915	1605
MAML3	78	56	98	143
MAMLD1	28	17	25	55
MAN1A1	843	733	1102	1620
MAN1A2	1863	1709	2949	3943
MAN1B1	680	562	1020	1400
MAN1C1	30	23	29	61
MAN2A1	1243	1111	1711	2513
MAN2A2	577	499	726	1109
MAN2B1	587	533	783	1206
MAN2B2	268	216	313	511
MAN2C1	1208	1013	1452	2196
MANBA	369	304	475	710
MANBAL	116	91	158	252
MANEA	422	398	694	965
MANEAL	367	329	611	829
MANF	1118	1069	1501	2176
MANSC1	97	63	159	234
MAOA	65	43	89	125
MAP1A	424	333	368	689
MAP1B	2065	1836	1916	3291
MAP1LC3B	56	57	80	127
MAP1S	332	269	362	598
MAP2K1	659	627	997	1344
MAP2K2	1190	1161	1751	2514
MAP2K3	374	337	346	658
MAP2K4	503	412	689	1061
MAP2K5	218	181	198	324
MAP2K6	281	243	369	533
MAP2K7	324	268	358	573
MAP3K1	874	772	1138	1736
MAP3K10	159	141	230	317
MAP3K11	350	309	448	625
MAP3K12	189	136	181	331
MAP3K13	54	48	37	94
MAP3K14	70	79	77	145
MAP3K15	309	266	401	627
MAP3K2	974	830	1226	1776
MAP3K20	764	691	1139	1608
MAP3K21	1405	1303	1618	2460
MAP3K3	623	545	912	1432
MAP3K4	2130	1895	2768	4159
MAP3K5	685	561	902	1317
MAP3K6	179	152	212	318
MAP3K7	1427	1379	2048	2887
MAP3K8	31	32	58	68
MAP3K9	231	212	238	354
MAP4	3097	2356	3049	5517
MAP4K1	32	22	32	39
MAP4K2	107	85	166	266
MAP4K3	773	739	1055	1527
MAP4K4	2643	2486	3509	5038
MAP4K5	1147	1018	1605	2322
MAP7	407	428	566	764
MAP7D1	785	757	903	1407
MAP7D2	437	445	560	783
MAP7D3	1822	1580	2593	3713
MAP9	763	661	977	1317
MAPK1	1239	1022	1898	2803
MAPK10	15	19	22	38
MAPK11	20	25	29	32
MAPK12	484	398	633	960
MAPK13	71	78	94	141
MAPK14	915	848	1112	1695
MAPK15	54	46	48	87
MAPK1IP1L	359	258	613	854
MAPK3	341	281	639	889
MAPK6	820	751	1427	1986
MAPK7	312	266	337	492
MAPK8	567	587	888	1305
MAPK8IP1	222	193	317	461
MAPK8IP2	265	280	357	514
MAPK8IP3	510	507	676	1030
MAPK9	912	874	1390	1918
MAPKAP1	1848	1706	2723	4074
MAPKAPK2	689	602	1053	1504
MAPKAPK3	848	780	1408	1911
MAPKAPK5	1104	998	1393	2182
MAPKBP1	310	272	416	689
MAPRE1	1987	1940	2457	3563
MAPRE2	391	347	483	750
MAPRE3	58	55	78	107
MAPT	32	38	47	68
MARC1	181	197	255	390
MARC2	229	191	218	290
MARCH1	68	53	97	176
MARCH2	80	76	111	147
MARCH3	70	53	87	130
MARCH5	445	441	646	926
MARCH6	2747	2375	3028	4869
MARCH7	2352	1983	3552	5401
MARCH8	259	216	319	501
MARCH9	105	84	153	193
MARCKS	348	410	467	598
MARCKSL1	1426	1448	1942	2577
MARF1	779	608	771	1246
MARK1	679	521	843	1223
MARK2	908	751	790	1504
MARK3	2028	1873	3047	4279
MARK4	232	215	192	389
MARS	5623	5076	8027	11722
MARS2	580	489	902	1214
MARVELD1	24	21	40	46
MARVELD2	267	231	287	449
MASP2	77	69	170	322
MAST1	63	55	73	108
MAST2	764	652	888	1382
MAST3	154	122	140	255
MAST4	175	201	186	349
MASTL	1044	969	1505	2231
MAT2A	4216	4214	5237	7422
MAT2B	966	812	1566	2182
MATK	259	226	409	642
MATN2	32	21	39	66
MAU2	522	443	727	1054
MAVS	339	249	469	775
MAX	341	300	609	878
MAZ	3792	3613	5418	8253
MB21D2	107	107	166	196
MBD1	610	613	798	1181
MBD2	387	368	588	851
MBD3	1040	1059	1663	2182
MBD4	890	843	1406	1958
MBD5	248	197	304	515
MBD6	174	97	89	185
MBIP	458	472	613	917
MBLAC2	94	89	158	188
MBNL1	702	542	1182	1691
MBNL2	115	102	212	262
MBNL3	199	199	284	416
MBOAT1	123	103	166	217
MBOAT2	733	628	1148	1632
MBOAT7	225	159	272	366
MBTD1	706	665	775	1223
MBTPS1	2486	2266	3468	5065
MBTPS2	380	337	450	757
MCAT	468	415	676	1011
MCC	216	200	325	479
MCCC1	425	425	626	848
MCCC2	1641	1574	1881	3048
MCEE	110	99	178	243
MCF2L	119	114	147	195
MCFD2	367	324	564	770
MCIDAS	43	33	38	71
MCL1	1500	1529	2364	3272
MCM10	2771	2530	3949	5623
MCM2	7246	6768	10803	15524
MCM3	8367	7920	12217	17132
MCM3AP	5584	4940	6794	9977
MCM4	9275	8343	13946	21004
MCM5	3838	3571	6212	9194
MCM6	5669	5427	7075	10882
MCM7	12939	11176	21498	30495
MCM8	125	137	144	215
MCM9	1583	1399	1971	3095
MCMBP	3521	3114	5328	7611
MCOLN1	136	121	255	332
MCOLN2	357	316	437	702
MCOLN3	368	342	367	656
MCPH1	727	644	955	1415
MCRIP1	223	245	311	411
MCRIP2	151	120	194	277
MCRS1	1568	1459	2617	3662
MCTP1	62	73	116	147
MCTS1	767	659	1470	2135
MCTS2P	340	269	447	752
MCU	271	255	416	606
MCUB	529	432	881	1319
MCUR1	692	591	1073	1585
MDC1	2052	1650	1697	3071
MDFIC	176	149	202	325
MDGA1	51	38	34	73
MDGA2	103	101	132	215
MDH1	4099	3836	6190	8783
MDH1B	35	36	38	66
MDH2	4402	4486	6648	9693
MDK	272	264	312	493
MDM1	401	362	513	781
MDM2	2432	2173	3040	4578
MDM4	1075	916	1073	1697
MDN1	15336	13513	18383	28676
MDP1	91	67	113	164
ME1	721	639	867	1337
ME2	1308	1222	1941	2744
MEA1	891	873	1354	1920
MEAF6	414	422	534	798
MEAK7	179	156	256	349
MECOM	795	670	1200	1656
MECP2	769	671	970	1361
MECR	612	578	770	1085
MED1	1579	1321	2244	3432
MED10	120	152	161	248
MED11	147	118	204	314
MED12	1633	1258	1326	2607
MED12L	1047	822	1177	1945
MED13	5257	4497	6555	10171
MED13L	2177	1742	2538	4353
MED14	2048	1659	2308	3751
MED15	402	326	421	801
MED16	538	538	682	1119
MED17	23	27	41	66
MED18	147	174	325	458
MED19	204	199	266	411
MED20	230	214	328	487
MED21	222	173	371	499
MED22	202	182	229	322
MED23	2256	1941	3587	5214
MED24	1603	1443	2006	2924
MED25	272	254	303	514
MED26	78	63	117	191
MED27	236	215	293	440
MED28	502	413	969	1286
MED29	153	139	315	494
MED30	184	187	289	414
MED31	224	157	318	478
MED4	570	577	945	1352
MED6	760	623	1126	1682
MED7	198	194	254	335
MED8	562	491	803	1118
MED9	128	110	216	309
MEF2A	482	458	622	982
MEF2C	183	149	306	395
MEF2D	107	51	69	140
MEGF11	84	84	108	190
MEGF6	36	30	46	55
MEGF8	1457	1211	1386	2488
MEGF9	133	106	139	215
MEIOC	139	127	197	324
MEIS1	207	176	349	431
MEIS2	454	337	574	822
MEIS3	36	33	53	59
MELK	1616	1403	2639	3656
MELTF	70	74	72	123
MEMO1	217	183	350	489
MEN1	686	564	746	1208
MEPCE	1066	938	1637	2177
MERTK	275	224	393	567
MESD	872	816	1373	1818
MESP1	46	33	49	72
MET	903	805	1194	1713
METAP1	1033	965	1384	2000
METAP1D	176	148	263	388
METAP2	3643	3765	5374	6883
METRN	120	82	157	203
METRNL	37	35	67	97
METTL1	209	172	276	415
METTL14	594	581	922	1300
METTL15	200	193	242	383
METTL16	888	852	1118	1655
METTL17	1315	1212	2278	3169
METTL18	235	222	332	451
METTL21A	229	188	302	441
METTL22	240	218	321	446
METTL23	300	305	403	632
METTL25	383	381	494	774
METTL26	551	537	792	1143
METTL2A	381	384	544	855
METTL2B	562	487	703	1161
METTL3	2064	1922	3109	4290
METTL4	224	195	273	414
METTL5	982	885	1415	1918
METTL6	625	588	845	1250
METTL7A	101	66	110	161
METTL7B	23	19	22	37
METTL8	556	536	710	1015
METTL9	1191	1013	1795	2716
MEX3A	98	80	106	141
MEX3B	56	46	73	102
MEX3C	242	214	341	516
MEX3D	188	177	329	464
MFAP1	713	805	1209	1462
MFAP2	34	36	75	105
MFAP3	540	467	825	1178
MFAP3L	77	72	100	163
MFF	1200	1144	1752	2594
MFGE8	282	310	347	516
MFHAS1	330	321	389	618
MFN1	1291	1222	1986	2651
MFN2	2034	1813	2858	4138
MFSD1	749	671	1101	1581
MFSD10	323	234	458	614
MFSD11	363	278	476	765
MFSD12	308	287	501	656
MFSD13A	153	148	218	308
MFSD14A	53	72	74	89
MFSD14B	697	686	1194	1641
MFSD14C	22	17	26	47
MFSD2A	78	45	113	175
MFSD3	295	264	429	616
MFSD4B	494	441	548	857
MFSD5	313	245	478	692
MFSD6	84	70	116	168
MFSD8	447	442	601	904
MFSD9	168	155	238	352
MGA	5099	4601	6352	9224
MGARP	141	138	209	289
MGAT1	604	530	771	1087
MGAT2	1251	1166	1815	2555
MGAT3	29	30	37	62
MGAT4A	198	181	282	377
MGAT4B	1209	1049	1496	2234
MGAT5	873	759	1136	1855
MGAT5B	53	35	30	81
MGME1	1009	850	1329	1830
MGRN1	568	446	414	779
MGST1	277	291	529	679
MGST2	184	182	343	443
MGST3	638	624	1014	1502
MIA2	573	570	613	984
MIA3	3846	3522	4868	7037
MIB1	2892	2701	3700	5357
MIB2	308	269	437	611
MICA	185	155	265	377
MICAL1	138	125	161	265
MICAL2	167	139	185	296
MICAL3	1694	1335	1344	2556
MICALL1	815	770	918	1437
MICALL2	48	45	64	48
MICB	51	37	65	103
MICOS10	344	363	480	559
MICOS13	315	284	532	727
MICU1	1013	881	1502	2146
MICU2	781	715	1202	1614
MICU3	150	148	188	263
MID1	367	321	525	825
MID1IP1	358	326	507	693
MID2	603	498	795	1283
MIDN	140	105	133	226
MIEF1	1122	945	1428	1980
MIEF2	154	146	259	351
MIEN1	157	140	165	221
MIER1	1614	1523	2063	2934
MIER2	141	124	133	230
MIER3	744	783	1055	1475
MIF	2536	1886	5158	7107
MIF4GD	109	104	184	210
MIGA1	653	567	780	1178
MIGA2	317	303	542	758
MIIP	305	269	525	755
MINAR1	159	114	182	290
MINDY1	195	143	227	372
MINDY2	212	174	269	376
MINDY3	1344	1271	1862	2750
MINDY4	194	189	282	384
MINK1	789	584	796	1231
MINPP1	579	501	841	1244
MIOS	1156	1121	1604	2263
MIPEP	680	647	1062	1436
MIPOL1	459	384	510	814
MIS12	428	343	653	831
MIS18A	626	631	796	1075
MIS18BP1	1634	1457	2271	3311
MITD1	354	315	520	746
MITF	117	108	192	232
MKI67	13376	10642	12992	22104
MKKS	513	426	846	1265
MKLN1	1505	1374	1779	2802
MKNK1	288	284	416	593
MKNK2	510	455	750	1078
MKRN1	919	893	1427	1816
MKRN2	1128	1034	1694	2422
MKRN2OS	31	29	34	54
MKRN3	23	25	27	41
MKS1	440	448	673	1016
MKX	69	46	79	101
MLEC	1117	998	1504	2186
MLF1	573	544	792	1182
MLF2	1165	995	1406	2152
MLH3	166	152	213	306
MLLT1	328	291	421	640
MLLT10	798	625	911	1493
MLLT11	43	32	51	75
MLLT3	990	903	1476	2218
MLLT6	375	285	452	632
MLST8	488	441	924	1287
MLX	368	304	605	829
MLXIP	464	338	315	708
MLXIPL	76	45	72	98
MLYCD	89	71	105	182
MMAA	39	51	77	103
MMAB	562	503	988	1392
MMACHC	165	167	314	412
MMADHC	2767	2565	4450	6146
MMD	73	83	115	154
MME	55	50	65	95
MMGT1	223	213	320	491
MMP11	25	31	34	56
MMP15	40	30	72	75
MMP16	108	98	143	226
MMP17	15	17	38	35
MMP24	20	22	26	35
MMP25	40	27	28	57
MMS19	1665	1470	2334	3442
MMS22L	2082	1867	2557	3964
MMUT	764	668	1052	1439
MN1	32	20	17	40
MNAT1	1118	1075	1447	2036
MND1	414	388	597	764
MNS1	97	78	121	168
MNT	68	44	55	101
MNX1	57	65	74	99
MOAP1	347	336	402	597
MOB1A	1274	1247	1996	2846
MOB1B	85	72	124	227
MOB2	135	119	244	364
MOB3A	34	22	34	76
MOB3B	64	52	67	94
MOCOS	228	197	327	457
MOCS1	270	216	387	549
MOCS2	550	485	714	1025
MOCS3	285	234	405	549
MOGS	1076	973	1583	2268
MOK	196	198	289	423
MON1A	368	349	561	811
MON1B	203	187	253	394
MON2	2413	2149	3149	4902
MORC2	880	791	906	1492
MORC3	1245	1102	1737	2603
MORC4	1350	1240	1816	2543
MORF4L1	2363	2340	2554	4043
MORF4L2	7735	7906	10999	15085
MORN1	121	148	138	269
MORN2	136	147	274	359
MORN4	56	45	72	112
MOSMO	30	28	86	117
MOSPD1	318	256	484	712
MOSPD2	283	256	333	471
MOSPD3	26	17	32	46
MOV10	967	785	1070	1650
MOXD1	401	335	539	815
MPC1	513	399	752	1101
MPC2	667	605	878	1236
MPDU1	548	418	895	1190
MPDZ	1261	1042	1590	2250
MPG	484	454	707	922
MPHOSPH10	1491	1487	2144	2740
MPHOSPH6	561	600	822	1212
MPHOSPH8	884	917	1027	1450
MPHOSPH9	3308	2862	4651	6911
MPI	1565	1373	2410	3588
MPLKIP	280	247	457	588
MPND	148	136	231	317
MPP1	560	517	926	1210
MPP2	241	220	292	445
MPP3	261	222	263	348
MPP5	830	711	965	1599
MPP6	1302	1159	1558	2396
MPP7	200	166	294	390
MPPE1	147	164	196	286
MPRIP	2604	2547	3373	5067
MPST	588	511	843	1176
MPV17	281	279	389	497
MPV17L2	126	90	210	285
MPZL1	608	514	740	1095
MPZL3	36	31	53	80
MR1	60	51	70	127
MRAS	55	41	91	127
MRE11	1850	1782	2550	3674
MREG	227	170	245	390
MRFAP1	1193	1422	1619	2037
MRFAP1L1	392	474	641	853
MRGBP	357	358	497	691
MRI1	789	690	1207	1654
MRM1	113	94	102	188
MRM2	331	286	575	763
MRM3	800	778	1217	1654
MRNIP	320	271	403	615
MROH1	263	248	258	459
MROH6	24	24	30	40
MROH8	143	153	179	241
MRPL1	996	1001	1601	2378
MRPL10	245	242	510	753
MRPL11	1227	1234	1878	2542
MRPL12	129	93	154	155
MRPL13	1268	1095	1914	2759
MRPL14	756	670	1245	1615
MRPL15	1468	1420	2445	3492
MRPL16	1340	1317	1812	2481
MRPL17	838	757	1324	1875
MRPL18	1202	1209	1791	2454
MRPL19	1819	1635	2330	3408
MRPL2	523	478	883	987
MRPL20	1782	1799	2526	3592
MRPL21	1205	1116	1899	2571
MRPL22	619	566	1012	1433
MRPL23	1103	985	1579	2215
MRPL24	1062	1071	1597	2287
MRPL27	638	558	1156	1607
MRPL28	1112	1063	1945	2606
MRPL3	3635	3319	4886	7251
MRPL32	693	685	1241	1748
MRPL33	327	285	456	630
MRPL34	163	160	210	335
MRPL35	524	493	807	1158
MRPL36	204	184	297	422
MRPL37	3574	3289	6034	8502
MRPL38	944	826	1293	1735
MRPL39	1327	1162	2271	3302
MRPL4	637	530	974	1221
MRPL40	816	649	1275	1797
MRPL41	740	703	981	1505
MRPL42	1042	999	1974	2851
MRPL43	251	241	555	745
MRPL44	861	843	1154	1717
MRPL45	351	335	428	611
MRPL46	710	628	1166	1623
MRPL47	910	846	1373	1928
MRPL48	640	632	1033	1451
MRPL49	382	331	634	918
MRPL50	565	463	867	1199
MRPL51	2316	2369	3609	4779
MRPL52	679	660	1059	1366
MRPL53	402	374	533	718
MRPL54	523	547	804	1042
MRPL55	968	836	1338	1854
MRPL57	189	178	305	417
MRPL58	486	408	886	1203
MRPL9	1338	1289	1726	2336
MRPS10	540	477	779	1108
MRPS11	591	495	1042	1486
MRPS12	314	241	651	756
MRPS14	532	490	767	1120
MRPS15	1671	1341	2906	4127
MRPS16	1043	860	1658	2226
MRPS18A	425	372	679	993
MRPS18B	738	563	1555	2137
MRPS18C	647	591	1127	1581
MRPS2	831	782	1418	1935
MRPS21	1212	1167	1948	2725
MRPS22	1539	1403	2459	3480
MRPS23	1249	1179	1956	2759
MRPS24	1139	1077	1513	2173
MRPS25	828	870	1411	1915
MRPS26	1071	1141	1316	1867
MRPS27	1751	1441	2425	3629
MRPS28	390	365	555	743
MRPS30	1147	990	1693	2488
MRPS31	892	787	1390	2131
MRPS33	546	506	805	1063
MRPS34	1403	1294	2322	3350
MRPS35	1319	1321	1902	2688
MRPS36	213	133	487	694
MRPS5	1452	1454	2177	2721
MRPS6	167	189	280	408
MRPS7	1581	1540	2418	3352
MRPS9	1469	1317	2059	2921
MRRF	590	514	834	1393
MRS2	1390	1313	1887	2922
MRTFA	351	290	317	567
MRTFB	346	283	390	596
MRTO4	1166	1040	1919	2777
MSANTD2	273	269	341	515
MSANTD3	294	305	394	642
MSANTD4	465	469	573	805
MSH2	4491	4167	6702	9435
MSH3	1816	1543	2344	3449
MSH4	66	68	101	168
MSH6	10018	9392	13770	19442
MSI1	120	93	73	124
MSI2	443	395	562	920
MSL1	505	503	518	795
MSL2	625	556	803	1238
MSL3	456	463	671	957
MSMO1	660	634	963	1483
MSMP	101	104	176	243
MSN	1156	1124	1552	2224
MSRA	49	37	60	88
MSRB1	36	35	83	95
MSRB2	132	124	170	249
MSRB3	88	86	76	137
MSS51	77	63	91	164
MST1	127	93	149	219
MSTO1	115	105	206	270
MSX1	79	59	106	170
MSX2	105	99	184	274
MT1X	35	20	50	48
MT2A	22	19	53	61
MTA1	1617	1500	1923	2876
MTA2	4851	4069	7984	11753
MTA3	532	535	681	1103
MTAP	737	645	1065	1596
MTBP	949	937	1329	2015
MTCH1	1718	1550	2398	3372
MTCH2	2479	2191	3886	5374
MTCL1	473	434	558	816
MTCP1	35	21	59	98
MTDH	3263	3033	4362	6533
MTERF1	398	302	588	879
MTERF2	408	411	569	820
MTERF3	690	630	1106	1680
MTERF4	406	431	719	865
MTF1	204	171	263	428
MTF2	1993	1908	3036	4478
MTFMT	464	333	612	834
MTFP1	33	29	55	86
MTFR1	683	695	880	1337
MTFR1L	460	384	708	958
MTFR2	310	272	412	622
MTG2	357	328	468	703
MTHFD1	6732	6021	8314	12475
MTHFD1L	2861	2748	3433	4897
MTHFD2	2770	2638	4439	6430
MTHFD2L	136	124	189	278
MTHFR	191	181	267	415
MTHFSD	180	165	235	305
MTIF2	2227	2097	3245	4602
MTIF3	837	701	1220	1797
MTLN	51	33	40	64
MTM1	305	336	454	643
MTMR1	1458	1376	1916	2899
MTMR10	375	335	520	734
MTMR11	24	23	31	39
MTMR12	673	591	809	1219
MTMR14	679	597	1091	1437
MTMR2	1499	1386	1954	2903
MTMR3	981	858	1210	1843
MTMR4	1955	1707	2642	3951
MTMR6	551	532	833	1268
MTMR7	101	98	114	177
MTMR8	159	136	178	273
MTMR9	270	254	468	681
MTO1	1014	983	1503	2277
MTOR	5118	4476	6991	10569
MTPAP	835	796	1358	1791
MTPN	643	576	932	1199
MTR	5933	5526	7558	11199
MTREX	4745	4635	6581	9362
MTRF1	251	217	319	472
MTRF1L	221	186	362	526
MTRNR2L1	46	68	56	392
MTRR	853	670	1296	1847
MTSS1	80	60	104	155
MTSS1L	345	314	492	705
MTURN	124	110	165	216
MTUS1	571	523	672	990
MTX1	352	288	575	735
MTX2	732	695	1224	1680
MTX3	358	311	530	787
MUL1	365	300	479	719
MUS81	397	327	486	816
MUTYH	226	233	358	490
MVB12A	296	293	425	623
MVB12B	111	70	139	230
MVD	316	274	540	654
MVK	282	241	399	603
MVP	14	15	12	17
MXD1	61	60	97	146
MXD3	120	91	155	226
MXD4	345	320	578	749
MXI1	270	198	395	613
MXRA7	76	92	135	163
MXRA8	19	28	27	42
MYADM	30	31	33	66
MYB	83	63	86	103
MYBBP1A	4006	3502	4290	6955
MYBL1	502	475	657	939
MYBL2	2790	2612	3412	5235
MYC	1377	1113	2306	3506
MYCBP	289	304	378	477
MYCBP2	7270	6344	9118	13638
MYCL	29	37	41	48
MYD88	26	27	29	33
MYDGF	561	566	921	1202
MYEF2	386	440	571	683
MYH10	8434	8205	9801	14627
MYH11	76	77	66	134
MYH14	438	393	443	744
MYH15	93	86	100	179
MYH3	163	153	130	247
MYH7B	28	12	29	72
MYH9	7624	6890	8094	13207
MYL12A	491	390	897	1243
MYL12B	541	488	1098	1597
MYL5	69	52	95	143
MYL6	3639	3428	6642	9495
MYL6B	624	677	1007	1372
MYLIP	271	258	374	578
MYLK	168	133	177	311
MYLK2	21	26	24	42
MYNN	783	712	1121	1564
MYO10	773	674	850	1308
MYO15A	39	33	28	54
MYO15B	45	45	45	62
MYO18A	424	402	440	724
MYO19	1258	1087	1736	2714
MYO1B	1531	1375	2357	3438
MYO1C	841	738	978	1577
MYO1D	752	620	899	1366
MYO1E	509	466	825	1138
MYO1F	23	18	20	29
MYO3A	433	335	502	716
MYO5A	936	893	1227	1863
MYO5B	217	180	318	464
MYO5C	732	677	883	1324
MYO6	1180	1142	1212	1916
MYO7A	22	21	30	59
MYO9A	2891	2626	3938	5806
MYO9B	953	837	957	1713
MYOF	23	16	34	25
MYOM2	118	95	128	203
MYORG	32	26	34	54
MYOT	49	51	64	113
MYPOP	48	46	43	60
MYRF	69	47	49	91
MYRIP	28	17	25	52
MYSM1	2112	2029	2135	3341
MYT1	40	28	32	63
MZF1	229	164	261	373
MZT1	266	275	430	496
MZT2A	350	364	515	715
MZT2B	657	639	983	1319
N4BP2	1145	1066	1512	2122
N4BP2L2	910	794	1117	1765
N4BP3	26	20	29	41
N6AMT1	119	119	181	262
NAA10	2588	2543	3912	5266
NAA15	5650	5204	7114	9961
NAA16	972	961	1037	1583
NAA20	780	850	1019	1549
NAA25	2974	2741	3741	5571
NAA30	311	287	396	564
NAA35	1436	1350	1923	2758
NAA38	808	726	1451	1991
NAA40	396	401	423	591
NAA50	2024	1972	2851	3686
NAA60	82	56	103	159
NAA80	47	29	58	97
NAAA	230	199	304	386
NAALAD2	79	85	113	132
NAB1	399	365	487	793
NAB2	90	103	92	138
NABP1	109	138	208	257
NABP2	584	502	840	1212
NACA	9315	8202	16623	22122
NACC1	705	572	676	1086
NACC2	160	118	191	287
NADK	895	780	1178	1551
NADK2	692	693	891	1293
NADSYN1	511	459	821	1144
NAE1	3636	3416	5511	7586
NAF1	577	597	496	846
NAGA	350	285	601	845
NAGK	206	210	307	443
NAGLU	350	296	524	723
NAGPA	204	184	293	414
NAGS	32	18	25	49
NAIF1	57	72	75	102
NAMPT	663	615	955	1379
NANP	202	198	287	397
NANS	1560	1489	2330	3388
NAP1L1	8948	9545	11519	15845
NAP1L2	114	132	197	249
NAP1L3	466	429	640	933
NAP1L4	2654	2540	3697	4991
NAPA	644	625	824	1319
NAPB	159	129	166	251
NAPEPLD	181	169	158	250
NAPG	369	391	513	744
NAPRT	195	141	224	302
NARF	745	747	1177	1556
NARS	3395	3400	5327	7070
NARS2	1008	989	1417	2175
NASP	6255	6194	8868	11089
NAT1	100	88	179	251
NAT10	2591	2373	3590	5274
NAT14	113	87	155	198
NAT8L	50	57	62	77
NAT9	248	224	372	515
NAV1	336	231	180	466
NAV2	111	72	70	157
NAXD	204	176	277	391
NAXE	1606	1356	2504	3522
NBAS	2293	2091	3503	4812
NBDY	140	121	186	255
NBEA	2063	1941	2288	3643
NBEAL1	993	841	1179	1838
NBEAL2	1340	992	1175	2186
NBL1	73	61	91	156
NBN	2496	2313	3857	5558
NBPF1	381	338	527	782
NBPF10	105	86	89	174
NBPF11	61	56	73	127
NBPF12	253	224	263	395
NBPF14	99	73	74	105
NBPF15	182	153	212	311
NBPF20	13	11	22	51
NBPF26	27	13	30	40
NBPF3	289	297	425	586
NBPF9	129	141	167	176
NBR1	1484	1374	2226	3060
NCAM1	256	241	325	487
NCAPD2	5440	4954	6779	10390
NCAPD3	4910	4137	6927	10108
NCAPG	4594	4384	7051	9597
NCAPG2	3798	3283	4378	6589
NCAPH	2116	1917	2943	4188
NCAPH2	1673	1521	2496	3678
NCBP1	2711	2570	3936	5928
NCBP2	355	329	583	770
NCBP3	1273	1261	1603	2335
NCDN	673	589	803	1322
NCEH1	90	83	153	240
NCK1	475	442	648	853
NCK2	252	240	350	502
NCKAP1	5459	5147	7410	11150
NCKAP5L	400	342	518	810
NCKIPSD	810	684	1130	1735
NCL	25852	28779	35794	39188
NCLN	927	867	1381	1985
NCOA1	845	641	1072	1683
NCOA2	1564	1346	2116	3257
NCOA3	999	781	1268	1949
NCOA4	2883	2447	4710	6517
NCOA5	889	833	1215	1705
NCOA6	1049	822	879	1625
NCOA7	434	356	511	733
NCOR1	4287	3732	5304	8019
NCOR2	796	571	447	1096
NCR3LG1	578	513	736	1152
NCS1	280	242	341	526
NCSTN	1005	801	1142	1768
NDC1	2126	1750	3542	5148
NDC80	1286	1186	1657	2407
NDE1	423	360	489	737
NDEL1	447	424	659	979
NDFIP1	665	608	745	1293
NDFIP2	547	486	829	1229
NDNF	55	40	75	107
NDOR1	260	251	373	564
NDRG1	298	318	515	688
NDRG2	138	105	180	277
NDRG3	489	421	814	1172
NDRG4	102	82	147	181
NDST1	701	570	647	1223
NDST2	71	63	100	151
NDUFA1	2234	2235	2951	4184
NDUFA10	1768	1665	2634	3753
NDUFA11	38	43	53	65
NDUFA12	1124	1003	1645	2545
NDUFA13	476	485	703	914
NDUFA2	560	496	908	1312
NDUFA3	385	315	580	833
NDUFA4	639	469	1413	1795
NDUFA5	488	451	687	962
NDUFA6	951	933	1437	2087
NDUFA8	798	799	1361	1654
NDUFA9	318	285	579	910
NDUFAB1	1238	1077	1925	2757
NDUFAF1	415	414	566	801
NDUFAF2	226	192	494	668
NDUFAF3	919	816	1376	1908
NDUFAF4	974	990	1548	2160
NDUFAF5	502	469	722	970
NDUFAF6	366	303	478	710
NDUFAF7	482	482	623	903
NDUFAF8	63	61	57	117
NDUFB1	697	618	881	1332
NDUFB10	2273	2067	3778	5631
NDUFB11	1360	1338	2020	2657
NDUFB2	778	705	1104	1592
NDUFB3	604	546	983	1323
NDUFB4	978	778	1881	2577
NDUFB5	543	547	733	1049
NDUFB6	1335	1179	1855	2744
NDUFB7	771	784	1176	1664
NDUFB8	338	258	601	846
NDUFB9	1966	1998	2549	3645
NDUFC1	535	426	820	1195
NDUFC2	452	564	434	598
NDUFS1	3661	3292	5156	7461
NDUFS2	2506	2318	3421	4559
NDUFS3	1498	1355	2281	3245
NDUFS4	581	577	912	1352
NDUFS5	2164	2250	3261	4861
NDUFS6	596	650	946	1127
NDUFS7	589	550	972	1398
NDUFS8	1126	994	1904	2597
NDUFV1	3169	2888	4612	6389
NDUFV2	723	652	1225	1772
NDUFV3	1108	1051	1535	2323
NEB	316	328	346	519
NEBL	148	132	250	286
NECAB3	193	162	254	345
NECAP1	394	382	576	812
NECAP2	373	350	626	851
NECTIN1	89	69	92	154
NECTIN2	320	261	351	646
NECTIN3	896	793	1351	2111
NEDD1	864	790	1322	1836
NEDD4	300	275	423	661
NEDD4L	245	209	337	451
NEDD8	139	136	237	323
NEDD9	30	29	41	76
NEFL	421	419	584	763
NEFM	677	661	652	938
NEIL1	167	152	209	304
NEIL2	80	70	111	173
NEIL3	866	789	1187	1641
NEK1	1398	1282	1688	2387
NEK10	158	132	171	265
NEK11	97	104	114	180
NEK2	1087	1094	1588	2239
NEK3	429	388	626	880
NEK4	2045	1857	2880	4304
NEK6	283	257	381	588
NEK7	500	450	850	1286
NEK9	1883	1609	2461	3493
NELFA	444	428	588	883
NELFB	1008	933	1522	2014
NELFCD	1679	1652	2720	3733
NELFE	1298	1148	1889	2606
NELL2	545	512	753	1118
NEMF	1867	1750	2328	3250
NEMP1	808	756	929	1380
NEMP2	129	110	167	230
NENF	842	776	1258	1776
NEO1	1219	1051	1358	2115
NEPRO	1414	1292	1973	2841
NES	60	50	77	110
