	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
NPAS2	52	40	26	39
NPAT	1822	1466	1340	1765
NPC1	724	624	485	587
NPC2	477	439	318	405
NPDC1	157	163	119	119
NPEPL1	79	78	41	55
NPEPPS	2625	2322	1305	1592
NPHP1	244	221	181	198
NPHP3	541	507	336	404
NPHP4	454	353	240	298
NPIPB4	34	32	14	15
NPL	91	118	63	93
NPLOC4	1633	1435	1232	1495
NPM1	13397	13466	10461	12760
NPM3	1247	1297	941	1169
NPNT	94	75	59	84
NPRL2	571	492	429	571
NPRL3	217	166	118	115
NPTN	774	675	550	692
NPTX1	183	162	116	135
NPTX2	102	80	75	108
NPY1R	36	29	31	39
NQO1	134	132	106	108
NQO2	408	384	291	362
NR1D2	1292	1150	854	1068
NR1H2	184	167	160	169
NR1H3	112	100	84	121
NR1I3	77	57	53	59
NR2C1	867	724	589	713
NR2C2	815	631	392	532
NR2C2AP	206	208	208	219
NR2F1	292	251	215	296
NR2F2	413	350	233	279
NR2F6	265	242	159	167
NR3C1	782	689	508	642
NR3C2	383	351	269	381
NR4A1	36	34	27	31
NR5A2	26	29	15	24
NR6A1	296	240	160	217
NRARP	42	45	29	40
NRAS	992	813	766	1012
NRBF2	167	119	127	168
NRBP1	1077	923	874	1085
NRBP2	54	46	38	44
NRCAM	225	208	124	164
NRDC	4439	4104	2853	3574
NRDE2	1334	1209	863	1042
NREP	54	41	30	46
NRF1	507	441	366	454
NRIP1	895	771	703	914
NRIP2	48	44	24	24
NRIP3	121	90	93	94
NRK	20	23	14	19
NRM	29	27	19	31
NRN1	132	124	112	155
NRP1	550	569	405	562
NRP2	140	111	93	121
NRSN2	75	78	45	58
NRXN2	21	22	14	16
NRXN3	175	159	101	133
NSA2	1105	1071	1006	1197
NSD1	9308	8645	5531	6864
NSD2	4590	4106	2531	3299
NSD3	1855	1568	1075	1402
NSDHL	811	690	717	936
NSF	679	677	497	617
NSFL1C	760	682	568	780
NSG1	31	34	24	29
NSL1	959	890	712	894
NSMAF	841	692	561	747
NSMCE1	553	521	417	488
NSMCE2	499	459	443	506
NSMCE3	286	259	229	285
NSMCE4A	1376	1319	976	1268
NSMF	844	691	634	733
NSRP1	236	250	184	225
NSUN2	3366	3442	2223	2993
NSUN3	396	348	257	318
NSUN4	336	317	278	295
NSUN5	374	399	286	372
NSUN6	560	523	378	482
NT5C	324	287	252	284
NT5C2	617	535	421	606
NT5C3A	347	288	299	333
NT5C3B	1637	1384	1433	1842
NT5DC1	867	765	691	811
NT5DC2	2343	2057	1737	2184
NT5DC3	413	410	223	328
NT5M	41	35	35	45
NTAN1	274	216	219	247
NTHL1	706	709	466	552
NTMT1	652	663	619	651
NTN1	88	92	78	93
NTN3	33	32	14	10
NTPCR	759	663	509	699
NUAK1	189	175	130	163
NUAK2	16	15	11	12
NUB1	1208	1083	955	1184
NUBP1	357	350	319	391
NUBP2	562	605	395	472
NUBPL	308	289	193	221
NUCB1	668	613	431	606
NUCB2	827	858	707	773
NUCKS1	10484	10791	8063	9940
NUDC	1829	1994	1306	2065
NUDCD1	1069	1012	798	935
NUDCD2	418	470	314	355
NUDCD3	583	570	410	547
NUDT1	317	334	257	282
NUDT10	24	26	12	11
NUDT11	90	73	52	92
NUDT12	633	575	430	572
NUDT13	191	173	98	140
NUDT14	85	86	62	77
NUDT15	374	369	198	281
NUDT16	116	96	56	84
NUDT16L1	141	147	81	119
NUDT17	65	60	43	42
NUDT18	36	34	21	37
NUDT19	367	348	233	287
NUDT2	182	196	148	182
NUDT21	1408	1286	1029	1366
NUDT22	172	187	135	176
NUDT3	31	37	23	33
NUDT4	39	37	15	23
NUDT5	1817	1616	1248	1655
NUDT6	147	108	104	120
NUDT7	50	49	42	56
NUDT8	87	89	63	73
NUDT9	273	293	192	250
NUF2	1187	1128	975	1226
NUFIP1	464	421	345	379
NUFIP2	2097	1929	1412	1846
NUMA1	3456	3081	2128	2897
NUMB	452	394	355	470
NUMBL	163	155	64	74
NUP107	4360	4174	3208	3930
NUP133	9312	8450	6684	8035
NUP153	7604	6078	5475	6715
NUP155	7721	6464	5509	6821
NUP160	5303	4570	3364	4087
NUP188	5513	4858	3389	4380
NUP205	10674	9367	8103	9647
NUP210	3591	2956	2106	2804
NUP210L	57	48	38	39
NUP214	1974	1599	969	1213
NUP35	707	531	525	625
NUP37	1106	994	946	1217
NUP43	1900	1591	1389	1750
NUP50	740	720	494	705
NUP54	1855	1638	1532	1888
NUP58	1484	1228	1185	1532
NUP62	738	598	616	782
NUP62CL	180	138	164	204
NUP85	1843	1647	1420	1800
NUP88	2535	2234	2070	2522
NUP93	3373	3152	2648	3125
NUP98	5364	4485	4155	5196
NUPL2	947	798	724	962
NUS1	233	216	106	200
NUSAP1	2080	1798	1769	2200
NUTF2	738	486	607	868
NVL	2990	2619	2162	2503
NXF1	976	987	679	972
NXN	186	171	145	166
NXPE3	585	489	365	478
NXPH4	15	12	11	13
NXT1	248	240	204	262
NXT2	175	140	119	163
NYNRIN	97	82	39	67
OAF	152	135	94	103
OARD1	109	92	73	114
OAT	3791	3488	3284	3920
OAZ1	7219	5925	6718	8216
OAZ2	261	245	139	161
OAZ3	22	13	20	15
OBSCN	436	352	186	250
OBSL1	1192	1195	753	972
OCA2	59	70	37	53
OCIAD1	1017	930	805	979
OCLN	250	234	141	227
OCRL	1619	1448	1039	1342
ODC1	9046	8519	6878	8378
ODF2	1622	1495	1127	1461
ODF2L	841	854	537	730
ODF3B	32	21	11	14
ODR4	934	839	651	858
OFD1	1052	1006	774	956
OGA	4108	3614	2388	3105
OGDH	1118	1002	690	978
OGDHL	419	416	302	343
OGFOD1	1777	1721	1170	1501
OGFOD2	120	112	114	125
OGFOD3	203	189	121	147
OGFR	639	618	416	553
OGFRL1	465	460	329	427
OGG1	173	142	143	174
OGN	101	93	29	50
OGT	5322	4630	3587	4484
OIP5	302	252	194	284
OLA1	2113	2140	1569	2100
OMA1	1168	1051	935	1159
OMD	123	102	39	66
OMG	74	87	30	44
ONECUT2	58	58	45	30
OPA1	3001	2822	2114	2684
OPHN1	252	198	155	211
OPN1SW	37	38	16	22
OPN3	88	71	46	70
OPTN	166	142	110	139
ORAI1	73	39	41	80
ORAI2	77	48	40	47
ORAI3	38	27	14	15
ORC1	1732	1562	1388	1640
ORC2	1339	1277	1003	1297
ORC3	1311	1129	999	1251
ORC4	1109	1072	831	1130
ORC5	990	888	650	830
ORC6	871	877	587	728
ORMDL1	401	357	367	486
ORMDL2	273	245	181	255
ORMDL3	104	102	85	95
OS9	1922	1843	1551	1895
OSBP	1302	1190	731	941
OSBP2	132	92	82	104
OSBPL10	97	88	64	111
OSBPL11	1006	847	642	874
OSBPL1A	527	509	330	397
OSBPL2	434	383	318	371
OSBPL3	758	684	493	670
OSBPL5	111	108	78	108
OSBPL6	659	529	385	511
OSBPL8	1922	1792	1472	1867
OSBPL9	1911	1730	1578	1888
OSCP1	104	91	96	100
OSER1	454	357	412	522
OSGEP	912	817	656	817
OSGEPL1	294	266	216	287
OSGIN2	426	403	317	453
OSMR	16	12	13	13
OSR2	52	51	58	56
OST4	299	281	182	283
OSTC	628	619	429	605
OSTF1	268	200	200	260
OSTM1	296	255	226	265
OTUB1	705	599	692	861
OTUB2	71	59	35	52
OTUD1	70	69	53	59
OTUD3	387	338	239	283
OTUD4	1263	1188	731	962
OTUD5	747	719	452	660
OTUD6B	600	606	394	520
OTUD7A	55	32	35	34
OTUD7B	802	746	501	679
OTULIN	343	316	213	290
OTULINL	185	177	139	160
OTX2	10	10	13	19
OVCA2	334	284	305	358
OVGP1	112	128	73	90
OXA1L	1472	1158	1007	1363
OXCT1	811	674	564	787
OXLD1	135	135	110	117
OXNAD1	652	606	446	518
OXR1	745	641	549	667
OXSM	442	402	324	371
OXSR1	883	874	639	814
OXTR	16	18	11	12
P2RX2	16	22	11	16
P2RX4	145	115	113	124
P2RY1	165	123	138	173
P2RY13	25	17	15	10
P2RY14	63	50	14	29
P3H1	989	867	691	807
P3H2	20	18	20	12
P3H3	355	297	177	251
P3H4	350	352	211	283
P4HA1	867	793	587	709
P4HA2	245	214	191	246
P4HB	4252	3842	3207	4181
PA2G4	3504	3347	2548	3072
PAAF1	207	182	139	201
PABPC1	10286	8827	4610	6408
PABPC1L	182	165	91	123
PABPC4	3762	3247	2049	2679
PABPC4L	323	329	193	254
PABPN1	207	252	92	110
PACRGL	176	142	187	188
PACS1	279	268	115	138
PACS2	520	429	351	466
PACSIN2	801	851	559	732
PACSIN3	294	306	191	245
PADI2	20	13	12	11
PAF1	1323	1247	1103	1527
PAFAH1B1	1461	1339	1036	1347
PAFAH1B2	1301	1182	950	1194
PAFAH1B3	411	390	289	372
PAFAH2	102	78	58	69
PAG1	190	136	102	183
PAGR1	981	1031	554	719
PAICS	6339	6334	4256	5766
PAIP1	500	392	343	443
PAIP2	616	546	480	656
PAIP2B	88	89	76	94
PAK1	546	560	364	439
PAK1IP1	1516	1257	1127	1337
PAK2	779	669	348	439
PAK3	23	16	15	19
PAK4	305	323	170	222
PALB2	910	811	645	775
PALD1	501	462	370	436
PALLD	531	476	299	393
PALM	50	53	37	39
PALM2	15	16	16	15
PAM	1135	952	807	1011
PAN2	777	708	597	800
PAN3	941	777	541	731
PANK1	232	213	168	181
PANK2	919	844	589	729
PANK3	1726	1636	1132	1489
PANK4	554	468	420	531
PANX1	211	164	156	217
PAOX	34	30	26	41
PAPOLA	4007	3614	2552	3512
PAPOLB	37	33	11	18
PAPOLG	510	457	372	469
PAPSS1	914	866	664	839
PAPSS2	235	216	166	199
PAQR3	387	323	327	418
PAQR4	91	67	86	97
PAQR5	67	49	56	86
PAQR6	27	24	24	27
PAQR7	31	23	39	37
PAQR8	50	32	32	52
PARD3	1272	1145	906	1109
PARD3B	271	244	175	221
PARD6A	19	18	11	22
PARD6B	262	223	150	214
PARD6G	50	50	42	38
PARG	907	813	602	827
PARL	104	105	48	75
PARM1	29	16	22	26
PARN	1122	1023	830	1110
PARP1	24718	23301	17848	23145
PARP11	164	134	84	123
PARP16	96	85	81	106
PARP2	958	913	704	892
PARP3	104	102	94	126
PARP4	1029	877	719	896
PARP6	775	627	443	624
PARP8	313	310	240	278
PARP9	72	87	53	61
PARPBP	980	914	686	832
PARS2	175	142	156	164
PARVA	217	204	116	143
PARVB	446	396	327	407
PASK	803	707	578	703
PATJ	1599	1404	1017	1294
PATL1	726	622	326	489
PATZ1	784	700	423	597
PAWR	924	914	581	675
PAX3	208	176	154	161
PAX6	260	216	174	260
PAX9	31	33	20	22
PAXBP1	3115	3016	2157	2751
PAXIP1	1041	903	641	841
PAXX	434	384	355	407
PBDC1	426	433	283	335
PBK	579	574	428	607
PBLD	84	72	48	56
PBRM1	4962	4612	3230	4299
PBX1	323	252	190	301
PBX2	231	183	134	193
PBX3	255	232	171	231
PBX4	41	30	15	18
PBXIP1	239	237	149	210
PC	347	319	200	262
PCBD1	245	192	176	279
PCBD2	56	67	34	46
PCBP1	851	683	521	634
PCBP2	4491	3445	2232	2716
PCBP3	28	16	11	17
PCBP4	62	67	59	85
PCCA	399	407	247	351
PCCB	1469	1312	1074	1380
PCDH10	875	774	596	716
PCDH12	29	26	14	19
PCDH17	141	109	85	105
PCDH18	87	83	58	68
PCDH7	1109	997	764	970
PCDH9	803	773	641	884
PCDHGA11	33	35	14	22
PCDHGC3	32	33	20	22
PCED1A	342	293	291	352
PCF11	3223	2784	2385	3128
PCGF1	207	206	151	194
PCGF2	107	80	45	55
PCGF3	284	251	242	273
PCGF5	331	249	212	234
PCGF6	475	543	376	456
PCID2	664	586	476	595
PCIF1	318	229	144	210
PCK2	274	245	223	246
PCLO	913	733	390	576
PCM1	5091	4829	3311	4323
PCMT1	1935	1716	1355	1701
PCMTD1	202	200	131	203
PCMTD2	481	445	283	425
PCNA	6496	6324	5235	6569
PCNP	806	818	577	793
PCNT	5200	4886	2519	3763
PCNX1	3148	2803	2056	2555
PCNX2	1589	1415	980	1319
PCNX3	1173	894	574	760
PCNX4	1883	1630	1274	1512
PCOLCE	24	17	18	21
PCOLCE2	498	436	357	430
PCSK1N	71	58	36	30
PCSK4	16	14	14	18
PCSK5	295	298	208	278
PCSK6	1290	1095	803	996
PCSK7	457	442	280	345
PCTP	123	134	113	139
PCYOX1	560	568	386	477
PCYOX1L	103	87	97	100
PCYT1A	403	346	263	337
PCYT1B	28	21	11	23
PCYT2	275	247	222	298
PDAP1	633	703	511	712
PDCD10	752	703	602	732
PDCD11	6115	5731	4207	5273
PDCD2	1573	1511	1239	1421
PDCD2L	382	331	295	378
PDCD4	1564	1694	1045	1430
PDCD5	1712	1621	1147	1642
PDCD6	508	464	366	493
PDCD6IP	3369	3058	2470	3193
PDCD7	226	210	130	155
PDCL	459	438	306	383
PDCL3	290	308	193	242
PDE10A	128	121	89	101
PDE12	1313	1173	991	1088
PDE3B	1058	917	648	876
PDE4D	128	93	77	105
PDE4DIP	373	347	224	289
PDE5A	320	298	228	315
PDE6D	231	218	159	200
PDE7A	367	352	252	364
PDE8A	814	667	557	711
PDE9A	192	143	132	185
PDF	117	134	72	92
PDGFA	16	18	11	17
PDGFC	190	148	135	165
PDGFRL	56	53	38	41
PDHA1	2761	2736	1906	2550
PDHB	2794	2729	2311	2805
PDHX	956	867	732	974
PDIA2	39	34	20	36
PDIA3	2553	2565	1958	2543
PDIA4	3886	3942	2903	3831
PDIA5	412	404	259	283
PDIA6	5408	5298	3986	5246
PDIK1L	344	291	182	245
PDK1	301	276	203	254
PDK2	187	149	133	178
PDK3	499	432	382	430
PDLIM1	558	450	385	479
PDLIM2	46	41	36	40
PDLIM3	126	106	73	115
PDLIM4	21	18	18	29
PDLIM5	503	478	376	459
PDLIM7	207	207	179	218
PDP1	358	268	300	364
PDP2	300	271	206	250
PDPK1	144	121	92	137
PDPN	121	118	96	126
PDPR	317	295	173	235
PDRG1	241	275	104	209
PDS5A	3967	3695	2655	3488
PDS5B	2541	2259	1488	1939
PDSS1	672	637	408	543
PDSS2	221	218	156	205
PDXDC1	1434	1394	1129	1442
PDXK	764	771	541	708
PDXP	25	56	14	17
PDZD11	221	212	206	245
PDZD2	74	57	27	45
PDZD4	70	74	38	51
PDZD7	20	20	16	11
PDZD8	2375	2204	1690	2093
PDZRN3	152	152	97	177
PEA15	195	181	126	212
PEAK1	798	703	413	539
PEBP1	1603	1427	1319	1524
PECR	222	206	128	190
PEF1	810	659	761	908
PELI1	223	192	209	223
PELI2	185	152	129	162
PELI3	105	89	71	88
PELO	643	566	526	600
PELP1	1584	1366	797	1093
PEMT	377	333	278	350
PEPD	872	832	620	765
PER2	188	172	124	142
PER3	52	49	25	36
PERP	338	250	349	459
PES1	4195	4378	3471	4250
PET100	365	417	257	331
PET117	159	161	93	119
PEX1	1180	1033	809	1068
PEX10	180	164	146	154
PEX11A	152	172	121	168
PEX11B	181	142	110	130
PEX12	64	65	47	66
PEX13	418	408	319	356
PEX14	207	194	146	177
PEX16	260	239	164	217
PEX19	559	486	383	479
PEX2	427	462	336	394
PEX26	335	280	200	258
PEX3	946	845	678	911
PEX5	721	615	400	547
PEX6	174	126	106	176
PEX7	241	236	150	216
PFAS	2767	2340	1774	2264
PFDN1	299	210	202	282
PFDN2	654	689	489	678
PFDN4	825	901	590	792
PFDN5	2103	1977	1685	2139
PFDN6	585	530	459	623
PFKFB2	310	266	251	302
PFKFB3	363	326	258	308
PFKFB4	95	83	50	84
PFKL	1833	1584	1471	1882
PFKM	2318	2103	1671	2076
PFKP	1140	1044	804	1025
PFN1	2675	2505	1829	2432
PFN2	641	585	507	627
PGAM1	26	25	11	18
PGAM2	60	56	33	58
PGAM5	1068	1019	881	1045
PGAP1	691	550	460	533
PGAP2	133	100	111	147
PGAP3	31	30	28	35
PGBD1	614	569	426	517
PGBD2	133	127	123	150
PGBD4	75	63	60	58
PGBD5	147	92	90	148
PGD	2174	2122	1580	2334
PGGHG	173	134	94	142
PGGT1B	444	386	304	359
PGK1	7329	6801	6046	7277
PGM1	1439	1239	1001	1331
PGM2	1283	1251	938	1151
PGM2L1	207	202	102	144
PGM3	1246	1057	952	1196
PGP	568	510	372	556
PGPEP1	31	17	22	29
PGRMC1	1838	1719	1364	1763
PGRMC2	255	261	126	184
PGS1	412	379	306	365
PHACTR1	36	29	13	24
PHACTR2	498	476	391	544
PHACTR4	639	572	339	398
PHAX	1156	968	756	977
PHB	3401	3066	2871	3446
PHB2	4277	3635	3421	4028
PHC1	57	37	23	46
PHC2	757	642	497	661
PHC3	679	549	397	489
PHETA1	25	29	12	26
PHEX	24	13	13	19
PHF1	183	144	94	130
PHF10	1543	1386	881	1012
PHF11	31	23	24	33
PHF12	384	370	176	266
PHF13	194	148	92	97
PHF14	2164	2104	1551	1928
PHF19	321	327	260	320
PHF2	687	573	449	573
PHF20	958	961	662	774
PHF20L1	1515	1417	1191	1481
PHF21A	168	128	64	114
PHF21B	52	37	28	41
PHF23	642	685	445	585
PHF3	5744	5103	4016	5263
PHF5A	528	463	334	455
PHF6	2196	2060	1673	2146
PHF7	73	63	35	47
PHF8	1568	1453	796	1058
PHGDH	4726	4605	3447	4359
PHIP	4699	4359	2988	3990
PHKA1	1278	1168	969	1206
PHKA2	908	753	542	737
PHKB	1335	1090	885	1066
PHKG1	50	41	25	30
PHKG2	843	751	646	789
PHLDA3	31	34	20	24
PHLDB1	200	200	129	218
PHLDB2	234	203	167	213
PHLDB3	76	81	45	83
PHLPP1	589	485	325	395
PHLPP2	854	744	569	730
PHOSPHO2	176	141	91	119
PHPT1	457	398	332	467
PHRF1	1664	1508	1050	1382
PHTF1	758	755	543	667
PHTF2	711	683	480	693
PHYH	160	163	138	195
PHYHD1	289	199	169	236
PHYKPL	440	401	282	336
PI4K2A	25	27	14	27
PI4K2B	43	57	37	30
PI4KA	2667	2277	1575	2181
PI4KB	1873	1807	1458	2023
PIAS1	672	598	456	577
PIAS2	528	462	388	475
PIAS3	347	268	248	258
PIAS4	347	332	248	309
PIBF1	952	907	589	812
PICALM	1653	1446	1242	1511
PICK1	569	509	493	588
PIDD1	255	245	155	173
PIEZO1	1728	1435	983	1285
PIF1	185	169	118	155
PIGA	569	512	455	505
PIGB	183	160	152	168
PIGBOS1	27	33	23	29
PIGC	423	388	341	403
PIGF	237	234	222	293
PIGG	907	776	595	777
PIGH	146	91	143	154
PIGK	1503	1450	1255	1533
PIGL	182	153	113	120
PIGM	314	279	263	319
PIGN	709	652	614	719
PIGO	533	433	348	474
PIGP	192	191	154	218
PIGQ	440	394	376	425
PIGS	870	721	621	767
PIGT	690	531	551	628
PIGU	246	244	274	337
PIGV	82	71	77	88
PIGW	745	603	581	759
PIGX	285	243	218	237
PIGY	368	324	299	381
PIH1D1	925	803	682	801
PIH1D2	45	43	42	43
PIK3AP1	71	54	56	60
PIK3C2A	3712	3233	2417	3209
PIK3C2B	228	134	96	130
PIK3C3	699	708	495	639
PIK3CA	490	405	320	436
PIK3CB	792	657	328	463
PIK3CD	42	51	23	40
PIK3IP1	20	20	11	10
PIK3R1	413	362	252	320
PIK3R3	47	63	29	42
PIK3R4	2010	1789	1472	1862
PIKFYVE	1918	1689	1195	1598
PILRB	314	239	177	282
PIM1	102	86	47	77
PIM2	263	212	213	273
PIM3	479	428	310	407
PIMREG	250	236	192	227
PIN1	580	598	412	572
PIN4	562	568	481	649
PINK1	615	513	472	663
PINX1	277	308	233	258
PIP4K2A	439	440	288	415
PIP4K2B	374	345	257	335
PIP4K2C	299	291	193	262
PIP4P1	269	239	224	280
PIP4P2	38	37	28	40
PIP5K1A	1577	1374	1125	1494
PIP5K1B	44	35	32	41
PIP5K1C	180	167	78	141
PIP5KL1	15	18	11	20
PIR	304	284	251	302
PISD	451	426	340	440
PITHD1	448	441	359	470
PITPNA	535	497	360	508
PITPNB	957	999	505	705
PITPNC1	121	109	89	104
PITPNM1	194	186	166	183
PITPNM2	82	52	45	60
PITPNM3	34	35	27	26
PITRM1	2636	2233	2177	2653
PITX1	236	178	176	211
PITX2	88	86	57	88
PJA1	731	738	593	741
PJA2	1531	1415	1079	1405
PJVK	26	29	15	29
PKD1	828	664	473	551
PKD1L1	51	33	21	27
PKD2	811	823	475	573
PKD2L2	20	20	14	21
PKDCC	123	97	77	85
PKDREJ	41	36	24	27
PKIA	36	33	43	47
PKIB	21	21	17	22
PKIG	55	60	38	49
PKM	16179	15638	12011	14919
PKMYT1	467	398	361	426
PKN1	1551	1413	1113	1338
PKN2	3019	2822	1874	2325
PKN3	471	402	318	377
PKNOX1	461	395	346	420
PKNOX2	69	48	47	62
PKP2	323	279	223	245
PKP4	2001	1654	1512	2058
PLA2G12A	33	41	20	25
PLA2G15	102	98	79	90
PLA2G16	60	52	38	49
PLA2G4A	577	484	471	542
PLA2G6	156	133	107	144
PLA2G7	16	18	14	10
PLAA	1315	1221	918	1225
PLAC1	31	39	44	50
PLAG1	129	125	102	121
PLAGL1	385	347	247	319
PLAGL2	369	290	146	191
PLAT	385	404	335	431
PLAUR	50	43	32	47
PLBD2	270	206	104	122
PLCB1	421	427	328	368
PLCB3	781	661	473	684
PLCB4	300	256	156	204
PLCD1	90	74	73	69
PLCD3	212	173	156	182
PLCD4	122	86	58	76
PLCE1	470	391	272	340
PLCG1	2223	1914	1511	1906
PLCG2	240	236	169	210
PLCH1	465	466	299	420
PLCL1	44	41	35	38
PLCL2	787	652	566	646
PLCXD1	274	231	202	224
PLCXD2	60	51	58	54
PLD1	103	109	79	110
PLD2	241	196	176	203
PLD3	781	643	556	718
PLD6	254	194	134	251
PLEC	1685	1316	601	804
PLEKHA1	631	510	442	541
PLEKHA2	42	37	27	34
PLEKHA3	210	179	172	172
PLEKHA5	631	579	428	598
PLEKHA7	215	167	110	132
PLEKHA8	357	334	275	331
PLEKHB2	545	537	387	440
PLEKHF1	22	21	15	17
PLEKHF2	135	120	78	119
PLEKHG1	76	57	50	57
PLEKHG2	248	166	138	168
PLEKHG3	447	413	288	349
PLEKHG4	566	518	468	603
PLEKHG5	102	87	61	104
PLEKHH1	355	324	197	259
PLEKHH2	232	232	140	173
PLEKHH3	160	147	92	105
PLEKHJ1	284	275	215	239
PLEKHM1	173	128	70	142
PLEKHM2	810	702	605	719
PLEKHM3	405	338	253	305
PLEKHO1	320	307	240	316
PLEKHO2	35	34	27	27
PLGRKT	128	137	111	117
PLIN2	484	505	370	442
PLIN3	265	240	224	236
PLIN4	35	30	14	17
PLK1	1818	1546	1090	1516
PLK2	114	81	91	127
PLK3	29	29	18	28
PLK4	1520	1322	1223	1548
PLOD1	851	819	638	813
PLOD2	1713	1749	1323	1625
PLOD3	548	506	314	435
PLPBP	298	253	219	290
PLPP1	140	97	115	162
PLPP3	50	37	34	51
PLPP5	125	101	77	114
PLPP6	42	31	26	27
PLPPR2	109	81	47	81
PLPPR3	14	24	18	20
PLRG1	2124	1770	1835	2144
PLS1	720	681	550	686
PLS3	15083	14409	11499	14157
PLSCR1	538	489	355	432
PLSCR3	29	31	22	22
PLSCR4	22	26	12	17
PLTP	247	173	180	208
PLXDC2	186	140	126	181
PLXNA1	1769	1513	1032	1432
PLXNA2	168	112	73	123
PLXNA3	324	298	195	259
PLXNB1	175	174	93	137
PLXNB2	962	828	560	687
PLXNC1	150	115	68	111
PLXND1	189	177	128	155
PM20D1	63	41	17	29
PM20D2	813	776	506	647
PMAIP1	79	72	73	106
PMCH	201	169	160	193
PMEL	20	14	15	14
PMEPA1	20	15	19	21
PMF1	252	292	196	276
PMF1-BGLAP	169	149	191	211
PMFBP1	63	62	39	35
PML	140	106	71	78
PMM1	174	160	86	144
PMM2	472	468	308	397
PMP22	39	38	51	85
PMPCA	1817	1702	1382	1705
PMPCB	2169	1974	1647	2010
PMS1	1144	1110	823	962
PMS2	404	388	293	356
PMVK	164	162	127	161
PNCK	19	10	11	14
PNISR	2741	2600	2240	2950
PNKD	97	83	70	91
PNKP	404	427	271	317
PNMA1	710	593	347	456
PNMA2	138	121	100	106
PNMA8A	439	477	324	348
PNN	5049	5223	4103	5336
PNO1	787	678	595	759
PNP	1237	1108	1067	1255
PNPLA2	424	353	214	285
PNPLA3	251	194	144	203
PNPLA4	49	42	47	67
PNPLA6	406	322	253	313
PNPLA7	34	23	16	19
PNPLA8	509	520	505	599
PNPO	451	380	278	321
PNPT1	2410	2088	1693	2185
PNRC1	384	389	290	339
PNRC2	197	200	182	187
POC1A	497	417	370	457
POC1B	240	185	180	200
POC5	448	401	353	387
PODXL	115	96	76	115
PODXL2	989	841	796	985
POFUT1	550	534	444	542
POFUT2	234	247	141	217
POGK	1687	1648	1128	1478
POGLUT1	372	307	287	334
POGZ	1833	1528	797	977
POLA1	5203	5053	3233	4165
POLA2	85	60	89	102
POLB	582	494	407	489
POLD1	1855	1553	1367	1664
POLD2	1815	1692	1552	1893
POLD3	970	857	811	1011
POLDIP2	1131	962	766	927
POLDIP3	661	622	613	815
POLE	4829	4176	2931	3992
POLE2	688	540	502	558
POLE3	977	1047	827	1039
POLE4	374	409	187	276
POLG	2884	2591	1938	2514
POLG2	509	563	287	364
POLH	612	516	428	542
POLI	208	178	125	187
POLK	794	685	482	634
POLL	320	289	233	319
POLM	165	117	109	116
POLN	315	276	154	213
POLQ	4282	3958	2704	3372
POLR1A	3087	2510	1627	2330
POLR1B	3294	2828	2276	2774
POLR1C	1168	1098	934	1265
POLR1D	695	637	623	764
POLR1E	1402	1233	999	1233
POLR2A	2487	2024	931	1231
POLR2B	7660	7671	6224	7485
POLR2C	1312	1202	1040	1318
POLR2D	229	201	204	280
POLR2E	823	703	688	970
POLR2F	1287	1391	834	1178
POLR2G	1163	1128	950	1224
POLR2H	816	712	592	703
POLR2I	663	674	561	651
POLR2J	77	54	84	123
POLR2K	348	328	263	371
POLR2L	539	536	410	592
POLR2M	29	34	14	19
POLR3A	2630	2376	1603	2162
POLR3B	1459	1334	1002	1372
POLR3C	1079	956	849	1049
POLR3D	560	503	369	487
POLR3E	1713	1617	1248	1571
POLR3F	301	287	249	296
POLR3G	215	200	147	177
POLR3GL	221	180	147	185
POLR3H	589	493	473	582
POLR3K	437	410	301	405
POLRMT	848	744	575	685
POM121	365	263	140	199
POM121C	199	134	79	82
POMGNT1	845	755	680	794
POMGNT2	507	419	473	535
POMK	1168	996	702	840
POMP	1799	1796	1609	1852
POMT1	705	560	438	573
POMT2	566	437	383	492
PON2	554	494	429	579
POP1	1349	1226	1008	1240
POP4	482	482	348	524
POP5	412	368	338	390
POP7	681	629	531	644
POPDC3	94	88	105	127
POR	817	753	658	858
PORCN	95	76	56	92
POT1	550	520	532	613
POU2F1	377	309	291	413
POU3F2	71	85	54	66
POU3F3	36	38	28	35
POU4F1	106	115	77	106
PP2D1	39	31	20	19
PPA1	4696	4354	3266	4197
PPA2	1868	1943	1255	1634
PPAN	222	238	152	167
PPARA	93	83	55	79
PPARD	120	87	46	82
PPARG	351	304	295	336
PPARGC1B	368	328	148	241
PPAT	1701	1676	1253	1430
PPCDC	266	242	157	201
PPCS	230	184	169	209
PPDPF	91	81	55	85
PPFIA1	2148	1858	1381	1794
PPFIA2	68	57	33	62
PPFIA3	260	179	170	185
PPFIA4	53	53	43	47
PPFIBP1	524	458	368	441
PPFIBP2	52	36	27	45
PPHLN1	1066	1033	808	1010
PPIA	1150	983	1144	1502
PPIB	3652	3415	2936	3802
PPIC	254	221	170	208
PPID	1041	1048	847	1015
PPIE	742	732	509	673
PPIF	900	768	690	950
PPIG	2349	2337	2002	2402
PPIH	990	890	656	883
PPIL1	630	629	542	684
PPIL2	637	559	456	596
PPIL3	328	263	239	347
PPIL4	1515	1447	1025	1254
PPIL6	31	39	28	30
PPIP5K1	133	117	91	125
PPIP5K2	1719	1630	1189	1449
PPL	40	26	15	21
