	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
NDUFB6	1191	1469	965	944
NDUFB7	1424	2438	1317	1262
NDUFB8	256	285	208	203
NDUFB9	1418	2183	1383	1376
NDUFC1	722	808	673	598
NDUFC2	156	171	154	125
NDUFS1	5117	5510	4241	4414
NDUFS2	3307	3950	2749	2701
NDUFS3	1833	2234	1514	1472
NDUFS4	774	810	556	597
NDUFS5	2685	4190	2581	2585
NDUFS6	1504	2363	1331	1236
NDUFS7	1160	1534	886	928
NDUFS8	2128	2463	1762	1724
NDUFV1	2010	2606	1779	1648
NDUFV2	1347	1264	808	1003
NDUFV3	1125	1318	897	906
NEB	10	5	9	7
NEBL	192	217	204	181
NECAB3	139	159	109	114
NECAP1	508	550	407	380
NECAP2	522	738	412	398
NECTIN1	85	133	84	75
NECTIN2	554	727	471	455
NECTIN3	133	140	149	119
NEDD1	1056	1121	784	914
NEDD4	443	447	355	357
NEDD4L	479	561	414	472
NEDD8	5	5	8	4
NEDD8-MDP1	209	230	132	151
NEDD9	66	75	66	59
NEFL	1397	1680	1460	1394
NEFM	231	189	123	116
NEIL1	28	33	30	21
NEIL2	76	106	63	75
NEIL3	633	750	502	534
NEK1	355	379	285	294
NEK10	39	60	35	52
NEK11	31	53	35	27
NEK2	535	630	503	489
NEK3	366	373	251	295
NEK4	410	479	340	285
NEK6	499	569	353	363
NEK7	377	448	299	306
NEK9	796	1038	782	795
NELFA	445	617	406	359
NELFB	947	1173	742	738
NELFCD	1822	2166	1397	1378
NELFE	1713	2054	1323	1372
NELL2	478	609	498	484
NEMF	891	1005	678	798
NEMP1	1024	1381	937	934
NEMP2	64	104	65	51
NENF	413	571	394	376
NEO1	1216	1502	1286	1258
NEPRO	442	509	327	368
NES	10	26	10	14
NET1	1267	1453	1014	1027
NETO2	285	320	240	264
NEU1	555	793	476	433
NEU3	240	289	158	180
NEURL2	5	3	5	6
NEURL4	382	548	310	284
NEXMIF	0	2	1	4
NEXN	138	146	134	138
NF1	1397	1345	1218	1198
NF2	451	519	406	348
NFASC	12	14	15	15
NFAT5	861	849	649	619
NFATC1	249	271	199	205
NFATC2IP	383	539	343	305
NFATC3	427	490	380	351
NFATC4	96	116	92	87
NFE2L1	1589	1902	1416	1372
NFE2L2	1038	1218	664	800
NFE2L3	190	203	176	189
NFIA	468	590	401	408
NFIB	492	578	433	468
NFIC	398	463	284	306
NFIL3	142	134	124	136
NFIX	245	309	196	183
NFKB1	390	506	267	276
NFKB2	285	328	192	210
NFKBIA	296	416	379	385
NFKBIB	447	606	360	345
NFKBIE	124	140	95	80
NFKBIL1	163	207	136	136
NFKBIZ	17	36	24	30
NFRKB	787	917	677	659
NFS1	441	478	304	361
NFU1	717	755	497	615
NFX1	686	853	508	518
NFXL1	768	972	602	632
NFYA	453	565	350	363
NFYB	429	421	254	304
NFYC	977	1269	778	843
NGDN	720	937	627	647
NGEF	197	218	183	152
NGLY1	541	615	400	388
NGRN	269	365	179	234
NHEJ1	339	384	319	280
NHLRC2	1245	1399	1094	1043
NHLRC3	214	273	237	247
NHP2	1644	2274	1234	1379
NHS	138	118	86	83
NHSL1	558	618	446	492
NHSL2	30	26	24	23
NID1	1409	1712	1413	1342
NID2	507	580	431	415
NIF3L1	606	696	555	499
NIFK	1099	1232	827	990
NIN	581	714	516	504
NINJ1	117	117	86	93
NINL	87	102	80	72
NIP7	502	701	425	463
NIPA1	155	215	146	125
NIPA2	468	482	384	377
NIPAL1	99	124	77	97
NIPAL2	23	38	20	16
NIPAL3	207	279	217	199
NIPBL	1515	1811	1486	1505
NIPSNAP1	1166	1308	872	840
NIPSNAP2	1109	1119	962	953
NIPSNAP3A	584	556	423	470
NISCH	821	941	754	616
NIT1	509	545	370	371
NIT2	572	726	495	524
NKAP	896	968	726	765
NKAPD1	259	273	180	217
NKD1	25	39	29	28
NKD2	67	107	71	73
NKIRAS1	272	301	211	192
NKIRAS2	370	460	326	320
NKRF	1691	1827	1354	1455
NKTR	437	561	363	395
NKX2-5	225	300	186	214
NKX6-1	90	125	78	70
NLE1	707	891	540	549
NLGN1	72	58	62	65
NLGN2	62	90	75	54
NLK	60	80	49	59
NLN	874	937	774	755
NLRC4	0	1	0	1
NLRC5	61	60	56	46
NLRP14	4	2	4	1
NLRX1	143	172	132	110
NMB	41	64	35	31
NMD3	903	1071	733	826
NME1	1936	2518	1512	1707
NME1-NME2	1844	2460	1295	1555
NME3	526	724	443	416
NME4	1063	1323	898	811
NME5	133	139	94	123
NME6	178	215	133	134
NME7	415	517	340	327
NMI	132	118	97	94
NMNAT1	87	131	67	74
NMNAT3	16	13	14	6
NMRAL1	4	1	1	2
NMRK1	42	38	37	36
NMT1	1986	2567	1597	1699
NMT2	502	517	386	405
NMU	476	484	375	365
NNT	615	710	569	607
NOA1	532	587	359	392
NOB1	690	828	560	527
NOC2L	3511	4452	2893	2913
NOC3L	1826	2024	1351	1452
NOC4L	996	1364	815	761
NOCT	516	596	398	413
NOD1	26	21	23	19
NOL10	1061	1238	942	933
NOL11	3011	3473	2436	2710
NOL12	13	17	14	12
NOL4	36	39	28	30
NOL4L	74	59	47	56
NOL6	958	1293	858	800
NOL7	2340	2832	1727	2007
NOL8	566	729	491	556
NOL9	2006	2496	1681	1708
NOLC1	6906	8259	5190	6005
NOM1	542	720	468	495
NOMO1	196	230	228	161
NOMO2	78	94	73	87
NOMO3	44	59	46	55
NONO	7640	10408	6750	6918
NOP10	1261	1399	843	1038
NOP14	1820	2379	1656	1565
NOP16	944	1167	748	751
NOP2	2528	3511	2125	2282
NOP53	438	660	387	413
NOP56	2598	3533	2591	2598
NOP58	2488	3003	2190	2353
NOP9	325	545	321	307
NOS1AP	103	164	106	81
NOS2	97	80	80	74
NOSIP	1050	1486	780	896
NOSTRIN	0	0	0	0
NOTCH1	395	625	494	401
NOTCH2	1712	2329	1875	1866
NOTCH3	471	451	521	441
NOTCH4	5	5	4	12
NOVA1	91	103	63	67
NOX1	0	0	0	2
NOXA1	7	4	8	4
NOXO1	1	0	5	0
NPAS1	141	120	98	96
NPAS2	50	61	43	48
NPAT	694	715	526	527
NPC1	980	1061	953	883
NPC2	837	904	533	612
NPDC1	276	378	277	216
NPEPL1	3	7	8	3
NPEPPS	2251	2774	1891	1807
NPHP1	113	124	84	93
NPHP3	107	134	123	111
NPHP3-ACAD11	3	7	2	4
NPHP4	198	266	232	189
NPIPB4	0	0	0	0
NPL	29	19	27	16
NPLOC4	1250	1494	1045	1119
NPM1	1805	2744	1554	1780
NPM3	941	1150	769	806
NPNT	154	189	156	143
NPRL2	297	349	266	266
NPRL3	907	1051	737	755
NPTN	1006	1297	967	967
NPTX1	400	511	353	365
NPTX2	159	191	169	156
NPY1R	0	0	0	0
NQO1	138	149	97	115
NQO2	421	463	350	326
NR1D2	797	834	733	719
NR1H2	136	166	97	74
NR1H3	63	71	46	69
NR1I3	18	9	14	18
NR2C1	770	942	596	667
NR2C2	314	350	249	247
NR2C2AP	187	246	135	141
NR2F1	254	374	185	202
NR2F2	509	670	372	384
NR2F6	521	663	382	388
NR3C1	821	1041	723	748
NR3C2	294	304	241	273
NR4A1	81	85	55	48
NR5A2	35	29	20	24
NR6A1	33	46	34	39
NRARP	142	155	111	102
NRAS	841	939	646	692
NRBF2	119	145	89	87
NRBP1	1165	1298	845	891
NRBP2	30	41	33	27
NRCAM	527	641	535	543
NRDC	3828	4481	3303	3184
NRDE2	620	771	578	618
NREP	40	35	18	26
NRF1	409	517	328	397
NRIP1	320	405	310	281
NRIP2	4	1	2	1
NRIP3	90	110	90	81
NRK	1	0	0	1
NRM	271	335	228	200
NRN1	224	258	154	164
NRP1	653	1000	664	658
NRP2	219	260	197	168
NRSN2	449	516	308	280
NRXN2	7	14	12	8
NRXN3	108	148	126	98
NSA2	333	383	235	264
NSD1	1692	1973	1499	1434
NSD2	1153	1390	966	900
NSD3	752	853	676	685
NSDHL	877	1206	697	799
NSF	676	854	665	701
NSFL1C	1110	1474	937	889
NSG1	66	76	43	52
NSL1	573	597	396	469
NSMAF	167	203	117	137
NSMCE1	596	618	492	462
NSMCE2	292	333	209	277
NSMCE3	397	545	325	306
NSMCE4A	982	1188	741	737
NSMF	108	157	111	102
NSRP1	377	474	315	379
NSUN2	3416	3999	2833	2897
NSUN3	283	307	223	235
NSUN4	288	407	251	238
NSUN5	295	410	224	235
NSUN6	292	314	222	226
NT5C	285	401	280	268
NT5C2	767	945	606	656
NT5C3A	271	243	229	243
NT5C3B	498	749	438	497
NT5DC1	885	1001	714	742
NT5DC2	925	1218	742	720
NT5DC3	319	366	247	270
NT5M	2	10	8	6
NTAN1	85	109	81	65
NTHL1	439	619	415	405
NTMT1	1128	1306	785	828
NTN1	360	506	312	271
NTN3	7	10	7	13
NTPCR	600	746	512	501
NUAK1	119	153	109	92
NUAK2	21	27	16	22
NUB1	2207	2464	1694	1791
NUBP1	264	301	207	208
NUBP2	578	789	494	493
NUBPL	288	332	224	235
NUCB1	1116	1444	847	858
NUCB2	927	954	834	799
NUCKS1	4572	5775	3977	4150
NUDC	3330	4510	2711	2876
NUDCD1	929	1024	670	711
NUDCD2	591	800	580	560
NUDCD3	738	992	590	644
NUDT1	425	586	374	411
NUDT10	6	19	8	2
NUDT11	25	47	12	30
NUDT12	750	882	632	662
NUDT13	26	29	20	22
NUDT14	109	157	86	92
NUDT15	421	583	355	366
NUDT16	207	275	173	193
NUDT16L1	305	419	246	238
NUDT17	29	44	33	28
NUDT18	16	34	30	22
NUDT19	2645	3341	2287	2286
NUDT2	161	149	105	122
NUDT21	1776	2188	1415	1536
NUDT22	106	102	82	64
NUDT3	65	77	44	50
NUDT4	47	43	30	32
NUDT5	2077	2673	1592	1680
NUDT6	87	77	51	51
NUDT7	89	86	51	77
NUDT8	85	112	69	86
NUDT9	351	395	284	243
NUF2	1303	1549	1040	1197
NUFIP1	296	480	300	300
NUFIP2	1200	1642	948	997
NUMA1	2657	3598	2331	2342
NUMB	397	548	289	315
NUMBL	264	348	213	198
NUP107	4213	4785	3357	3718
NUP133	3731	4507	3114	3236
NUP153	4116	4578	2982	3321
NUP155	8223	8343	6482	6636
NUP160	2645	3172	2185	2248
NUP188	4794	5689	3965	4028
NUP205	6349	7437	5659	5540
NUP210	3084	3848	3214	2841
NUP210L	1	0	1	0
NUP214	2432	3304	2173	2296
NUP35	499	604	410	385
NUP37	1707	2218	1450	1528
NUP43	2383	2622	1754	1879
NUP50	182	226	161	146
NUP54	1202	1403	1029	1103
NUP58	1978	2080	1589	1556
NUP62	1379	1688	990	1047
NUP62CL	373	328	241	253
NUP85	1738	1986	1403	1418
NUP88	2439	2616	1911	2100
NUP93	2187	2607	1852	1883
NUP98	3160	3779	2567	2645
NUPL2	639	834	477	565
NUS1	49	39	26	33
NUSAP1	2877	3010	2111	2445
NUTF2	1263	1117	909	975
NVL	870	1102	766	787
NXF1	993	1337	876	876
NXN	641	802	486	489
NXPE3	149	173	128	105
NXPH4	252	366	260	292
NXT1	150	213	140	125
NXT2	76	107	66	75
NYNRIN	319	330	263	228
OAF	89	175	112	130
OARD1	232	250	168	200
OAT	5202	6200	4238	4450
OAZ1	930	1303	859	877
OAZ2	583	784	404	494
OAZ3	1	3	0	0
OBSCN	23	32	45	42
OBSL1	1490	2197	1312	1305
OCA2	58	82	51	44
OCEL1	59	57	44	45
OCIAD1	2272	2265	1800	1945
OCLN	675	962	586	554
OCRL	1363	1512	1103	1143
ODC1	3353	4370	3061	3121
ODF2	583	735	523	516
ODF2L	366	348	244	289
ODF3B	0	0	4	1
ODR4	276	313	198	236
OFD1	238	301	237	261
OGA	2923	3668	2595	2688
OGDH	1454	1738	1239	1141
OGDHL	82	98	59	79
OGFOD1	1096	1373	923	984
OGFOD2	150	231	133	123
OGFOD3	130	175	97	111
OGFR	527	705	466	406
OGFRL1	276	251	193	228
OGG1	172	207	134	128
OGN	0	0	0	0
OGT	2451	2984	1937	2011
OIP5	485	636	399	414
OLA1	1348	1818	1054	1178
OMA1	305	395	265	284
OMD	0	0	2	0
OMG	0	0	0	0
ONECUT2	37	54	21	29
OPA1	2035	2001	1650	1647
OPA3	131	158	102	109
OPHN1	83	85	63	67
OPN1SW	0	0	2	0
OPTN	605	625	446	468
ORAI1	293	372	175	199
ORAI2	84	109	68	62
ORAI3	53	38	31	35
ORC1	898	1077	723	695
ORC2	1214	1200	874	989
ORC3	1295	1402	902	1050
ORC4	1080	1211	867	999
ORC5	1515	1676	1158	1205
ORC6	1093	1176	755	853
ORMDL1	510	525	432	421
ORMDL2	418	553	401	369
ORMDL3	259	362	228	231
OS9	1819	2479	1991	1797
OSBP	1228	1440	940	981
OSBP2	117	131	89	88
OSBPL10	158	214	109	91
OSBPL11	459	482	373	375
OSBPL1A	404	387	344	323
OSBPL2	573	713	431	438
OSBPL3	389	447	307	281
OSBPL5	92	97	81	77
OSBPL6	332	352	266	234
OSBPL8	1441	1462	1194	1236
OSBPL9	1494	1641	1191	1284
OSCP1	115	135	103	101
OSER1	619	678	473	474
OSGEP	338	411	256	254
OSGEPL1	252	236	198	186
OSGIN2	280	275	203	240
OSMR	262	340	261	260
OSR2	62	79	52	77
OST4	504	545	381	373
OSTC	264	373	298	258
OSTF1	302	334	233	237
OSTM1	502	585	415	454
OTUB1	1751	2040	1443	1487
OTUB2	103	88	50	62
OTUD1	160	203	131	137
OTUD3	173	223	139	138
OTUD4	255	312	201	184
OTUD5	1114	1393	831	944
OTUD6B	363	466	282	346
OTUD7A	31	54	28	27
OTUD7B	340	493	305	289
OTULIN	440	436	317	259
OTULINL	580	676	528	496
OTX2	0	0	0	0
OVCA2	393	563	337	354
OVGP1	3	2	1	1
OXA1L	1145	1430	968	997
OXCT1	1600	1963	1398	1339
OXLD1	132	125	86	100
OXNAD1	243	218	176	164
OXR1	603	560	457	499
OXSM	224	221	159	155
OXSR1	532	611	456	475
OXTR	5	7	2	3
P2RX2	7	5	5	7
P2RX4	104	113	106	108
P2RY1	60	80	54	44
P2RY13	0	0	0	0
P2RY14	0	0	0	0
P3H1	705	1112	726	745
P3H2	54	78	36	60
P3H3	256	254	220	202
P3H4	340	413	274	246
P4HA1	677	849	620	644
P4HA2	532	634	458	464
P4HB	3815	4799	3806	3322
PA2G4	1417	1881	1072	1127
PAAF1	290	291	251	190
PABPC1	3145	4444	3003	3106
PABPC1L	32	31	49	31
PABPC4	3455	4274	3005	2890
PABPC4L	89	106	56	83
PABPN1	199	400	154	153
PACRGL	163	198	127	166
PACS1	423	455	335	314
PACS2	135	134	92	97
PACSIN2	1164	1442	835	955
PACSIN3	354	408	287	259
PADI2	51	52	49	39
PAF1	3244	4544	2752	2770
PAFAH1B1	1757	1993	1386	1445
PAFAH1B2	1129	1467	891	953
PAFAH1B3	667	846	495	545
PAFAH2	95	154	92	70
PAG1	125	130	116	84
PAGR1	331	517	267	263
PAICS	5377	6036	4080	4456
PAIP1	343	396	285	316
PAIP2	1784	1774	1363	1363
PAIP2B	106	121	79	67
PAK1	601	687	470	480
PAK1IP1	1091	1349	941	1014
PAK2	928	1200	838	857
PAK3	8	2	5	3
PAK4	1020	1617	854	821
PALB2	269	248	209	208
PALD1	330	379	247	210
PALLD	1138	1156	828	924
PALM	139	153	93	93
PAM	1011	1123	858	872
PAM16	40	29	35	28
PAN2	405	439	379	322
PAN3	342	408	303	260
PANK1	139	240	120	108
PANK2	524	715	481	487
PANK3	541	694	495	503
PANK4	781	928	666	603
PANX1	176	210	206	163
PAOX	28	29	22	23
PAPOLA	2897	3213	2226	2402
PAPOLB	3	2	1	2
PAPOLG	331	456	257	283
PAPSS1	1205	1424	1030	992
PAPSS2	664	801	543	521
PAQR3	285	315	205	215
PAQR4	123	114	108	106
PAQR5	53	62	34	36
PAQR6	8	2	18	6
PAQR7	99	118	74	87
PAQR8	87	85	55	61
PARD3	1214	1362	1029	1021
PARD3B	120	146	123	100
PARD6A	16	23	12	13
PARD6B	316	351	253	335
PARD6G	81	92	54	57
PARG	319	423	277	256
PARK7	5790	7304	5234	4798
PARL	17	38	18	10
PARM1	140	149	129	112
PARN	1040	1062	792	878
PARP1	11915	15140	9919	9643
PARP11	146	149	112	97
PARP16	135	163	130	127
PARP2	637	700	474	480
PARP3	10	16	9	16
PARP4	1482	1968	1290	1383
PARP6	43	39	58	40
PARP8	307	333	240	283
PARP9	364	344	261	242
PARPBP	1030	1151	795	839
PARS2	216	229	115	110
PARVA	365	600	346	342
PARVB	154	204	134	117
PASK	605	754	543	510
PATJ	513	577	435	439
PATL1	517	607	423	380
PATZ1	370	458	333	315
PAWR	1227	1327	803	880
PAX3	319	370	229	267
PAX6	202	222	160	171
PAX9	116	129	79	98
PAXBP1	621	726	507	479
PAXIP1	651	700	491	512
PAXX	327	414	261	271
PBDC1	458	655	377	466
PBK	2860	3173	2486	2549
PBLD	48	42	43	41
PBRM1	1622	1834	1349	1425
PBX1	590	667	427	488
PBX2	199	209	151	161
PBX3	155	185	118	127
PBX4	9	19	10	13
PBXIP1	227	353	210	226
PC	215	307	178	163
PCBD1	858	992	514	673
PCBD2	51	51	42	31
PCBP1	4937	6219	3485	3790
PCBP2	7742	9716	5795	6519
PCBP3	18	18	13	13
PCBP4	75	89	50	53
PCCA	156	200	133	148
PCCB	2294	2845	2047	2050
PCDH10	41	65	49	32
PCDH12	0	0	1	0
PCDH17	4	2	5	0
PCDH18	68	59	41	43
PCDH7	926	1408	973	1026
PCDH9	182	221	198	172
PCDHGA11	50	62	47	50
PCDHGC3	199	236	168	177
PCED1A	92	115	96	76
PCF11	553	799	506	571
PCGF1	157	177	118	126
PCGF2	195	275	138	168
PCGF3	143	207	146	112
PCGF5	331	348	263	276
PCGF6	457	419	336	346
PCID2	741	755	581	602
PCIF1	275	256	212	230
PCK2	434	475	329	337
PCLO	242	195	232	167
PCM1	2956	3322	2507	2620
PCMT1	2920	3379	2323	2539
PCMTD1	89	76	60	78
PCMTD2	349	336	276	288
PCNA	9596	11938	8415	8492
PCNP	563	699	480	505
PCNT	1521	2146	1644	1503
PCNX1	608	615	534	502
PCNX2	45	28	92	42
PCNX3	288	370	309	265
PCNX4	147	199	121	132
PCOLCE	41	60	37	51
PCOLCE2	341	370	261	271
PCSK1N	170	290	149	145
PCSK4	8	8	8	4
PCSK5	197	303	207	211
PCSK6	354	470	371	379
PCSK7	91	137	79	77
PCTP	239	303	173	180
PCYOX1	970	1057	870	848
PCYOX1L	251	296	205	196
PCYT1A	437	597	403	352
PCYT1B	1	0	2	0
PCYT2	197	250	151	151
PDAP1	906	1462	771	898
PDCD10	643	834	535	647
PDCD11	1994	2956	2049	1949
PDCD2	944	1331	765	769
PDCD2L	890	1024	857	817
PDCD4	3046	3829	2556	2673
PDCD5	3128	4162	2804	3162
PDCD6	727	1019	560	568
PDCD6IP	2763	2918	2069	2399
PDCD7	225	308	160	162
PDCL	400	554	357	330
PDCL3	145	269	169	169
PDE10A	257	281	207	191
PDE12	1152	1457	901	947
PDE3B	240	292	256	246
PDE4D	155	198	161	149
PDE4DIP	279	368	224	213
PDE5A	203	181	140	160
PDE6D	279	330	218	196
PDE7A	138	180	111	139
PDE8A	109	116	107	115
PDE9A	266	276	202	192
PDF	152	267	151	152
PDGFA	32	36	16	23
PDGFC	138	175	99	128
PDGFRL	112	149	98	99
PDHA1	4115	5335	3455	3570
PDHB	2105	2396	1598	1702
PDHX	883	938	682	679
PDIA2	5	8	2	1
PDIA3	2531	3119	2319	2326
PDIA4	4003	5075	3788	3556
PDIA5	159	204	174	151
PDIA6	4194	5560	4097	3848
PDIK1L	199	202	169	185
PDK1	590	513	433	457
PDK2	602	633	526	458
PDK3	932	997	717	726
PDLIM1	1410	1562	1010	1103
PDLIM3	271	320	208	208
PDLIM4	0	3	2	5
PDLIM5	1901	2480	1361	1597
PDLIM7	465	568	335	417
PDP1	188	165	116	103
PDP2	366	490	271	253
PDPK1	164	185	119	133
PDPN	599	752	489	503
PDPR	36	76	70	66
PDRG1	458	696	420	408
PDS5A	2918	3027	2343	2322
PDS5B	1437	1744	1280	1287
PDSS1	398	456	379	350
PDSS2	252	285	200	216
PDXDC1	876	1082	679	676
PDXK	595	933	601	586
PDXP	173	314	142	154
PDZD11	617	784	513	534
PDZD2	36	34	34	31
PDZD4	34	56	45	30
PDZD7	13	16	29	19
PDZD8	457	548	390	419
PDZRN3	117	121	86	93
PEA15	671	863	464	555
PEAK1	156	222	196	170
PEBP1	3828	4860	2988	3115
PECR	287	341	247	221
PEF1	1277	1630	936	1061
PELI1	181	195	124	155
PELI2	168	155	106	112
PELI3	91	89	61	55
PELO	628	743	457	461
PELP1	2913	4118	2426	2536
PEMT	314	381	246	242
PEPD	2095	3040	1830	1788
PER2	107	120	87	68
PER3	24	35	16	34
PERP	1303	1831	1024	940
PES1	2335	3149	2056	1911
PET100	98	127	82	89
PET117	78	105	62	71
PEX1	639	727	573	531
PEX10	303	434	262	210
PEX11A	96	115	68	65
PEX11B	278	360	230	213
PEX12	99	109	64	72
PEX13	184	262	168	171
PEX14	403	525	300	325
PEX16	150	179	123	119
PEX19	535	589	464	458
PEX2	122	116	111	110
PEX26	178	222	134	138
PEX3	829	925	659	677
PEX5	653	796	555	566
PEX6	277	417	225	248
PEX7	244	271	212	183
PFAS	2047	3074	1759	1718
PFDN1	781	950	581	794
PFDN2	1261	1704	1084	1050
PFDN4	1012	993	760	824
PFDN5	3406	3661	2756	2673
PFDN6	1300	1381	868	993
PFKFB2	60	81	41	57
PFKFB3	449	515	368	384
PFKFB4	35	63	43	39
PFKL	1632	2113	1463	1381
PFKM	2118	2479	1732	1794
PFKP	5975	7365	4713	4714
PFN1	9070	11730	6500	6792
PFN2	1404	1902	1244	1269
PGAM1	2	2	2	1
PGAM2	8	12	7	6
PGAM5	1748	2063	1255	1260
PGAP1	486	450	425	468
PGAP2	104	170	116	112
PGAP3	64	55	49	43
PGBD1	204	241	169	180
PGBD2	21	28	22	15
PGBD4	38	38	19	23
PGBD5	129	135	138	96
PGD	4146	5466	3082	3465
PGGHG	28	30	25	27
PGGT1B	423	488	329	340
PGK1	7065	9141	5849	6104
PGM1	1281	1669	1067	1081
PGM2	1524	1764	1142	1241
PGM2L1	362	369	284	296
PGM3	2113	2423	1794	1852
PGP	603	751	516	483
PGPEP1	145	168	131	110
PGRMC1	2447	3126	2166	1989
PGRMC2	585	618	427	500
PGS1	298	333	244	212
PHACTR1	47	35	33	39
PHACTR2	302	325	217	231
PHACTR4	487	580	381	402
PHAX	1146	1305	927	981
PHB	1869	2293	1342	1416
PHB2	6629	8310	5086	5639
PHC1	14	11	8	15
PHC2	426	518	333	354
PHC3	317	312	225	213
PHETA1	27	29	9	15
PHEX	2	0	2	8
PHF1	56	81	50	56
PHF10	612	676	507	584
PHF11	146	186	141	145
PHF12	306	388	183	181
PHF13	378	470	246	261
PHF14	731	999	705	752
PHF19	383	506	279	308
PHF2	305	432	324	255
PHF20	297	320	264	242
PHF20L1	296	377	265	264
PHF21A	174	214	165	167
PHF21B	14	7	8	7
PHF23	531	762	387	328
PHF3	1979	1974	1504	1609
PHF5A	527	699	460	388
PHF6	1697	2029	1288	1503
PHF7	7	6	6	5
PHF8	1106	1572	1026	994
PHGDH	5237	6526	4428	4140
PHIP	2876	3536	2446	2682
PHKA1	859	948	730	739
PHKA2	545	604	566	508
PHKB	434	429	363	403
PHKG1	1	2	0	0
PHKG2	311	321	239	248
PHLDA3	150	264	128	150
PHLDB1	278	305	193	176
PHLDB2	142	148	117	112
PHLDB3	151	179	140	119
PHLPP1	428	637	379	411
PHLPP2	225	268	220	205
PHOSPHO2	39	27	23	36
PHPT1	1233	1757	1333	1299
PHRF1	775	1093	738	666
PHTF1	130	190	107	115
PHTF2	369	444	328	326
PHYH	381	421	327	315
PHYHD1	34	36	26	24
PHYKPL	105	91	70	80
PI4K2A	132	154	66	85
PI4K2B	34	47	36	24
PI4KA	1580	1839	1382	1283
PI4KB	998	1256	852	872
PIAS1	712	787	560	582
PIAS2	349	378	276	271
PIAS3	314	404	248	255
PIAS4	313	492	273	238
PIBF1	564	543	426	485
PICALM	1732	1856	1225	1385
PICK1	397	518	342	365
PIDD1	56	84	86	64
PIEZO1	706	801	802	636
PIF1	94	118	61	78
PIGA	195	185	160	159
PIGB	117	130	121	120
PIGBOS1	32	51	19	37
PIGC	189	248	161	163
PIGF	139	145	89	96
PIGG	633	839	639	596
PIGH	141	159	130	128
PIGK	1162	1159	950	887
PIGL	128	128	91	94
PIGM	543	671	448	399
PIGN	243	242	211	209
PIGO	483	636	388	425
PIGP	375	463	302	356
PIGQ	398	528	353	273
PIGS	628	828	628	539
PIGT	996	1082	897	848
PIGU	292	386	298	248
PIGV	38	57	48	45
PIGW	306	406	276	293
PIGX	218	276	212	205
PIGY	85	82	60	54
PIH1D1	588	682	445	434
PIH1D2	30	58	34	38
PIK3AP1	80	99	84	82
PIK3C2A	1335	1301	938	1004
PIK3C2B	87	96	66	74
PIK3C3	854	930	716	703
PIK3CA	205	267	158	183
PIK3CB	271	247	222	235
PIK3CD	73	62	49	38
PIK3IP1	16	19	14	20
PIK3R1	247	295	235	230
PIK3R3	19	48	24	26
PIK3R4	1232	1570	1088	1131
PIKFYVE	784	871	660	617
PILRB	6	7	12	6
PIM1	253	329	255	232
PIM2	280	356	256	238
PIM3	872	1209	801	774
PIMREG	448	758	334	383
PIN1	1268	1613	1106	1011
PIN4	829	1179	775	866
PINK1	1389	1688	1043	1066
PINX1	231	305	160	192
PIP4K2A	482	586	407	397
PIP4K2B	299	376	270	225
PIP4K2C	546	702	466	466
PIP4P1	290	323	215	215
PIP4P2	143	149	102	126
PIP5K1A	1019	1062	720	819
PIP5K1B	26	21	14	13
PIP5K1C	157	259	116	128
PIP5KL1	5	7	7	2
PIR	203	293	181	172
PISD	322	478	285	292
PITHD1	903	1064	703	767
PITPNA	850	1086	711	768
PITPNB	1287	1420	965	1088
PITPNC1	80	105	61	68
PITPNM1	59	97	92	51
PITPNM2	29	31	19	30
PITPNM3	12	11	9	12
PITRM1	2496	2963	1972	2071
PITX1	334	472	266	291
PITX2	220	245	159	155
PJA1	677	857	482	555
PJA2	2281	2649	1834	2168
PJVK	6	0	4	4
PKD1	166	103	224	141
PKD1L1	1	0	3	1
PKD2	101	142	125	119
PKD2L2	0	0	1	0
PKDCC	22	31	24	21
PKDREJ	1	3	4	1
PKIA	33	25	23	26
PKIB	94	99	86	76
PKIG	65	64	32	39
PKM	21048	30036	17691	17753
PKMYT1	682	939	509	548
PKN1	1393	1773	1157	1110
PKN2	2039	2209	1644	1743
PKN3	524	556	373	485
PKNOX1	390	403	283	309
PKNOX2	37	38	30	38
PKP2	689	830	551	552
PKP4	303	350	254	228
PLA2G12A	34	38	29	19
PLA2G15	117	182	116	100
PLA2G16	331	291	221	242
PLA2G4A	105	97	79	70
PLA2G6	53	61	68	41
PLA2G7	28	15	22	20
PLAA	1307	1493	1067	1121
PLAC1	245	216	181	203
PLAG1	57	81	38	47
PLAGL1	5	9	3	3
PLAGL2	145	161	102	97
PLAT	421	508	423	389
PLAUR	122	149	101	83
PLBD2	629	771	591	566
PLCB1	193	194	157	154
PLCB3	288	344	278	232
PLCB4	177	200	155	129
PLCD1	20	29	23	24
PLCD3	134	168	124	118
PLCD4	3	1	5	2
PLCE1	180	170	147	153
PLCG1	1623	1858	1374	1382
PLCG2	163	180	156	143
PLCH1	219	207	154	242
PLCL1	36	35	30	43
PLCL2	351	402	263	297
PLCXD1	250	302	204	207
PLCXD2	13	20	13	14
PLD1	228	297	207	217
PLD2	130	156	111	84
PLD3	2593	3006	2219	2223
PLD6	169	214	154	145
PLEC	307	467	427	332
PLEKHA1	304	310	224	210
PLEKHA2	147	167	133	129
