	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
MIGA2	104	143	74	35
MIIP	328	417	182	117
MINAR1	4	7	4	3
MINDY1	209	219	95	72
MINDY2	155	164	61	43
MINDY3	1120	1162	638	395
MINDY4	98	136	58	41
MINK1	502	576	232	127
MINPP1	969	1098	386	254
MIOS	343	427	132	114
MIPEP	557	725	325	198
MIPOL1	209	231	93	57
MIS12	322	363	200	155
MIS18A	590	802	395	276
MIS18BP1	888	903	526	360
MITD1	237	262	162	103
MITF	61	63	30	24
MKI67	6585	7373	4735	3161
MKKS	52	52	27	15
MKLN1	1686	1842	751	557
MKNK1	376	501	265	142
MKNK2	357	443	141	81
MKRN1	671	849	450	248
MKRN2	707	884	368	242
MKRN2OS	0	0	1	0
MKRN3	44	61	28	15
MKS1	493	538	268	139
MKX	0	0	0	0
MLEC	764	1138	493	269
MLF1	478	425	199	134
MLF2	2635	2982	1443	924
MLH3	404	418	240	159
MLLT1	777	1015	332	252
MLLT10	332	297	108	90
MLLT11	863	772	383	287
MLLT3	487	496	284	181
MLLT6	101	108	57	27
MLST8	531	646	262	164
MLX	826	975	355	205
MLXIP	411	503	231	115
MLXIPL	58	70	32	19
MLYCD	111	163	46	35
MMAA	53	81	27	21
MMAB	513	667	307	171
MMACHC	267	371	165	113
MMADHC	1748	2283	968	605
MMD	27	59	23	19
MME	42	48	22	12
MMGT1	469	546	271	169
MMP11	12	12	0	5
MMP15	103	140	30	11
MMP16	2	2	0	0
MMP17	37	37	14	12
MMP21	0	0	0	0
MMP24	2	4	2	1
MMP25	11	19	6	4
MMS19	1304	1581	717	445
MMS22L	1078	1227	504	346
MMUT	1088	1137	607	442
MN1	54	76	32	17
MNAT1	837	858	349	268
MND1	395	454	139	123
MNS1	302	369	109	111
MNT	156	175	95	55
MNX1	198	277	103	58
MOAP1	629	690	393	232
MOB1A	1403	1613	710	533
MOB1B	275	303	159	114
MOB2	149	186	94	63
MOB3A	143	218	108	56
MOB3B	87	97	30	15
MOCOS	64	79	32	17
MOCS1	186	225	102	58
MOCS2	507	613	332	244
MOCS3	372	456	250	173
MOGS	726	970	336	206
MOK	75	92	28	21
MON1A	103	148	62	36
MON1B	194	267	152	79
MON2	1832	2047	862	596
MORC2	1246	1709	725	486
MORC3	715	777	384	220
MORC4	1097	1200	588	340
MORF4L1	883	1217	446	348
MORF4L2	3849	4658	2381	1518
MORN1	122	143	63	43
MORN2	178	224	142	78
MORN4	57	47	28	21
MOSMO	18	24	15	8
MOSPD1	201	171	103	47
MOSPD2	474	545	227	176
MOSPD3	10	18	4	2
MOV10	1124	1434	662	411
MOXD1	393	371	155	100
MPC1	518	666	318	210
MPC2	615	778	379	245
MPDU1	573	639	297	187
MPDZ	635	686	311	213
MPG	594	752	329	230
MPHOSPH10	832	1047	524	325
MPHOSPH6	519	585	259	173
MPHOSPH8	226	276	142	103
MPHOSPH9	492	558	304	196
MPI	955	1140	496	327
MPLKIP	553	766	374	244
MPND	80	104	44	16
MPP1	974	1093	491	328
MPP2	366	438	190	117
MPP3	40	45	30	25
MPP5	400	404	206	136
MPP6	542	609	249	174
MPP7	454	533	200	141
MPPE1	35	50	12	13
MPRIP	301	396	130	72
MPST	682	886	306	171
MPV17	346	424	202	125
MPV17L2	352	471	211	137
MPZL1	656	713	364	178
MPZL3	59	45	22	21
MR1	78	82	42	25
MRAP	1	0	0	0
MRAS	21	31	14	16
MRE11	1197	1389	670	420
MREG	79	103	37	24
MRFAP1	1225	2159	799	570
MRFAP1L1	226	351	195	111
MRGBP	131	160	60	48
MRI1	660	830	368	220
MRM1	59	71	35	16
MRM2	229	343	154	80
MRM3	649	738	411	255
MRNIP	105	120	66	42
MROH1	65	64	41	22
MROH6	14	18	11	6
MROH8	211	328	242	128
MRPL1	576	701	302	187
MRPL10	700	841	340	223
MRPL11	601	810	337	185
MRPL12	52	86	35	14
MRPL13	1761	1999	1006	680
MRPL14	1565	2098	1011	619
MRPL15	1203	1451	673	462
MRPL16	1447	1782	806	521
MRPL17	1274	1406	650	422
MRPL18	971	1193	592	317
MRPL19	1309	1718	725	486
MRPL2	1306	1385	661	456
MRPL20	2796	3112	1413	810
MRPL21	1054	1179	536	337
MRPL22	1802	1900	961	638
MRPL23	1337	1500	623	380
MRPL24	1343	1699	740	433
MRPL27	1166	1647	766	463
MRPL28	3447	4242	1892	1122
MRPL3	2994	4020	1899	1172
MRPL32	1066	1381	677	428
MRPL33	561	659	371	296
MRPL34	380	554	245	141
MRPL35	342	463	225	167
MRPL36	266	377	206	93
MRPL37	2962	3399	1163	706
MRPL38	1078	1395	604	382
MRPL39	2116	2812	1164	797
MRPL4	2648	3293	1463	929
MRPL40	1180	1182	536	398
MRPL41	1102	1569	647	403
MRPL42	1451	1504	463	352
MRPL43	1401	1630	813	487
MRPL44	1488	1868	1004	657
MRPL45	401	534	224	145
MRPL46	544	646	301	215
MRPL47	1163	1273	683	479
MRPL48	481	512	224	137
MRPL49	556	793	353	197
MRPL50	471	487	261	160
MRPL51	1590	2396	770	551
MRPL52	829	1060	510	284
MRPL53	615	867	416	270
MRPL54	362	505	219	122
MRPL55	700	1002	469	290
MRPL57	577	649	252	171
MRPL58	680	842	334	261
MRPL9	1176	1601	691	410
MRPS10	904	1188	551	350
MRPS11	520	660	333	182
MRPS12	1152	1446	720	437
MRPS14	601	769	369	224
MRPS15	1627	1870	709	419
MRPS16	1460	1654	860	547
MRPS18A	983	1157	565	380
MRPS18B	2051	2264	1129	749
MRPS18C	562	645	262	209
MRPS2	2179	2486	1122	654
MRPS21	781	1171	550	369
MRPS22	1481	1660	764	527
MRPS23	1943	2387	993	688
MRPS24	1073	1313	509	268
MRPS25	536	762	316	198
MRPS26	1010	1551	646	354
MRPS27	1305	1435	662	420
MRPS28	654	784	430	257
MRPS30	1753	2035	955	605
MRPS31	1528	1736	901	609
MRPS33	601	722	364	199
MRPS34	1450	2254	979	545
MRPS35	2317	2608	1037	742
MRPS36	211	266	134	99
MRPS5	833	1094	371	257
MRPS6	408	554	245	175
MRPS7	1753	2136	884	595
MRPS9	1082	1166	539	338
MRRF	225	239	127	84
MRS2	416	596	282	183
MRTFA	378	544	233	172
MRTFB	357	427	171	114
MRTO4	1284	1868	910	561
MSANTD2	45	94	27	19
MSANTD3	102	116	48	32
MSANTD4	324	379	176	133
MSH2	3901	4069	1934	1359
MSH3	1270	1339	605	432
MSH4	1	1	1	1
MSH6	5041	6122	3126	2002
MSI1	321	353	169	93
MSI2	802	901	324	255
MSL1	195	266	68	68
MSL2	364	424	149	113
MSL3	206	302	98	69
MSMO1	1018	1114	483	335
MSMP	6	1	2	1
MSN	1424	1904	848	522
MSRA	79	141	56	36
MSRB1	192	248	128	64
MSRB2	266	347	118	64
MSRB3	158	227	88	65
MSS51	3	1	1	2
MST1	1	2	0	1
MSTO1	23	59	13	11
MSX1	129	173	59	29
MSX2	603	781	484	246
MT1X	15	21	17	8
MT2A	81	83	56	17
MTA1	1521	2026	630	392
MTA2	2502	2925	1258	786
MTA3	973	988	410	295
MTAP	336	457	171	113
MTBP	355	388	181	128
MTCH1	1350	1762	714	447
MTCH2	1860	2001	880	577
MTCL1	108	142	72	42
MTCP1	9	13	7	7
MTDH	1883	2124	803	568
MTERF1	286	349	183	140
MTERF2	271	277	152	81
MTERF3	787	755	328	245
MTERF4	564	627	289	194
MTF1	153	195	74	65
MTF2	807	860	358	261
MTFMT	296	336	152	99
MTFP1	49	78	36	25
MTFR1	326	328	149	70
MTFR1L	358	456	181	104
MTFR2	296	307	131	118
MTG2	356	387	198	118
MTHFD1	5790	6782	3050	2010
MTHFD1L	1461	1593	595	415
MTHFD2	1308	1407	554	304
MTHFD2L	127	138	68	58
MTHFR	158	214	101	52
MTHFS	54	94	61	24
MTHFSD	167	184	94	55
MTIF2	593	641	238	180
MTIF3	300	313	195	142
MTLN	146	196	106	60
MTM1	262	326	120	112
MTMR1	773	958	358	244
MTMR10	142	184	73	70
MTMR11	7	4	4	1
MTMR12	344	390	162	125
MTMR14	488	600	224	142
MTMR2	843	985	405	272
MTMR3	447	516	190	118
MTMR4	688	833	332	220
MTMR6	1178	1357	581	443
MTMR7	141	134	53	31
MTMR8	86	105	48	29
MTMR9	282	339	156	79
MTO1	809	849	428	323
MTOR	2125	2651	1224	768
MTPAP	1298	1462	773	516
MTPN	1673	2295	904	650
MTR	1577	2117	1052	668
MTREX	3100	3696	1684	1080
MTRF1	214	194	86	79
MTRF1L	89	118	72	39
MTRNR2L1	1	3	1	4
MTRR	592	709	318	206
MTSS1	71	87	41	29
MTSS1L	402	518	175	117
MTURN	130	118	77	35
MTUS1	436	420	166	148
MTX1	520	586	293	184
MTX2	866	962	471	284
MTX3	231	260	116	80
MUL1	553	678	346	192
MUS81	188	234	121	84
MUTYH	145	178	69	48
MVB12A	650	754	301	184
MVB12B	143	157	56	53
MVD	214	307	126	100
MVK	248	324	118	91
MVP	66	74	33	21
MXD1	135	186	79	57
MXD3	46	72	33	26
MXD4	346	609	286	196
MXI1	418	437	179	128
MXRA7	88	160	110	46
MXRA8	2	4	4	1
MYADM	456	520	208	95
MYB	107	112	34	20
MYBBP1A	5708	7676	3430	2099
MYBL1	83	88	31	26
MYBL2	1507	1964	832	487
MYC	2591	2545	1440	886
MYCBP2	874	836	558	331
MYCL	55	67	22	25
MYD88	130	213	79	46
MYDGF	846	1238	485	316
MYEF2	957	1213	591	359
MYH10	4854	5690	2779	1886
MYH11	22	8	8	2
MYH14	641	878	329	216
MYH15	3	1	1	2
MYH3	11	10	5	1
MYH7B	1	4	2	0
MYH9	8460	11321	4508	2873
MYL12A	851	925	455	314
MYL12B	1318	1562	637	436
MYL5	26	23	16	9
MYL6	5631	7633	3583	2227
MYL6B	151	176	81	55
MYLIP	178	212	87	58
MYLK	36	55	15	12
MYLK2	1	3	0	1
MYNN	223	223	116	67
MYO10	1033	1343	496	335
MYO15A	0	1	0	0
MYO15B	6	4	7	2
MYO18A	282	372	175	84
MYO19	314	333	143	85
MYO1B	1590	1949	849	617
MYO1C	1337	1488	652	357
MYO1D	913	882	436	286
MYO1E	539	566	264	166
MYO1F	8	4	3	2
MYO3A	187	156	85	62
MYO5A	838	928	317	234
MYO5B	228	292	62	42
MYO5C	441	555	195	125
MYO6	2600	3078	1452	1026
MYO7A	94	89	57	39
MYO9A	498	503	278	170
MYO9B	499	682	316	200
MYOF	118	125	61	41
MYOM2	120	107	53	44
MYORG	107	104	37	27
MYOT	3	5	5	1
MYPOP	46	50	14	11
MYRF	12	11	4	6
MYRIP	8	4	2	1
MYSM1	221	269	126	67
MYT1	6	8	5	2
MZF1	48	67	25	13
MZT1	537	539	264	197
MZT2A	240	333	111	78
MZT2B	503	816	272	156
N4BP2	385	445	199	140
N4BP2L2	1197	1321	699	476
N4BP3	24	24	17	4
N6AMT1	163	177	72	53
NAA10	2878	3843	1466	868
NAA15	4653	5133	2498	1812
NAA16	615	708	270	194
NAA20	768	1026	508	385
NAA25	1977	2143	1097	718
NAA30	194	296	119	73
NAA35	1065	1250	528	397
NAA38	826	1114	606	330
NAA40	267	347	150	108
NAA50	1827	1818	922	612
NAA60	207	204	103	71
NAA80	31	29	18	18
NAAA	190	224	93	38
NAALAD2	60	36	28	16
NAB1	144	180	72	41
NAB2	161	244	62	70
NABP1	113	151	79	47
NABP2	733	905	326	196
NACA	7661	8449	3240	2050
NACC1	978	1265	450	281
NACC2	306	379	166	94
NADK	428	467	203	126
NADK2	496	572	235	155
NADSYN1	287	370	138	89
NAE1	3491	3358	1435	931
NAF1	743	915	417	273
NAGA	331	409	183	99
NAGK	304	460	188	118
NAGLU	278	327	143	72
NAGPA	80	138	66	33
NAGS	11	6	9	5
NAIF1	112	136	66	47
NAMPT	696	743	363	256
NANP	153	139	83	36
NANS	1215	1486	724	450
NAP1L1	4554	6152	1754	1126
NAP1L2	84	101	56	37
NAP1L3	125	120	78	28
NAP1L4	2344	3142	1211	770
NAPA	1169	1291	577	394
NAPB	81	96	46	25
NAPEPLD	92	101	35	28
NAPG	664	660	284	189
NAPRT	157	157	71	46
NARF	249	319	142	97
NARS	3152	3895	1689	1122
NARS2	329	408	197	124
NASP	4544	6088	2950	1927
NAT1	76	100	71	38
NAT10	1578	2014	938	620
NAT14	100	105	32	25
NAT8L	321	389	143	96
NAT9	321	456	216	129
NAV1	226	305	142	80
NAV2	158	145	91	61
NAXD	146	172	118	60
NAXE	1950	2306	1164	709
NBAS	756	963	470	276
NBDY	383	445	175	138
NBEA	529	552	275	186
NBEAL1	347	373	180	118
NBEAL2	223	238	126	51
NBL1	247	365	149	91
NBN	828	923	408	274
NBPF1	24	35	31	13
NBPF10	1	0	0	1
NBPF11	3	1	1	0
NBPF12	2	3	2	1
NBPF14	1	1	5	1
NBPF15	8	5	3	3
NBPF20	4	2	0	2
NBPF26	1	0	1	0
NBPF3	30	47	24	16
NBPF9	3	1	1	0
NBR1	1192	1349	738	468
NCAM1	543	748	277	163
NCAPD2	5513	6959	3455	2272
NCAPD3	2748	3086	1612	1032
NCAPG	3059	3422	1934	1256
NCAPG2	2747	3023	1344	958
NCAPH	1687	1932	940	608
NCAPH2	866	1209	540	356
NCBP1	2261	2719	1143	788
NCBP2	776	1021	500	295
NCBP3	1038	1314	532	323
NCDN	995	1374	598	391
NCEH1	134	164	76	36
NCK1	279	332	146	117
NCK2	153	203	75	39
NCKAP1	3573	3585	1208	839
NCKAP5L	460	651	231	148
NCKIPSD	333	398	168	111
NCL	26831	34960	15914	10590
NCLN	1139	1474	573	304
NCOA1	418	426	170	102
NCOA2	493	492	279	183
NCOA3	623	678	204	150
NCOA4	1853	2399	1180	741
NCOA5	655	1216	486	340
NCOA6	405	489	208	130
NCOA7	442	457	213	137
NCOR1	1068	1157	425	288
NCOR2	1003	1110	701	329
NCR3LG1	401	478	264	140
NCS1	229	355	126	95
NCSTN	1447	1605	731	433
NDC1	1693	1897	854	548
NDC80	1184	1309	672	515
NDE1	229	314	132	85
NDEL1	213	206	68	57
NDFIP1	1689	1992	849	545
NDFIP2	869	1072	571	305
NDNF	231	247	85	62
NDOR1	262	402	172	111
NDRG1	2082	2222	1071	662
NDRG2	267	345	184	110
NDRG3	906	1011	443	245
NDRG4	126	123	49	30
NDST1	187	244	156	70
NDST2	10	8	2	2
NDUFA1	1675	2134	1084	793
NDUFA10	2921	3583	1486	957
NDUFA11	342	586	162	64
NDUFA12	1730	2097	1080	670
NDUFA13	726	1007	419	233
NDUFA2	1308	1911	816	528
NDUFA3	667	893	390	239
NDUFA4	1315	1430	884	512
NDUFA5	485	533	292	181
NDUFA6	1509	1722	798	514
NDUFA8	1550	1867	876	550
NDUFA9	368	592	240	143
NDUFAB1	2669	2928	1240	812
NDUFAF1	445	572	308	193
NDUFAF2	182	240	77	59
NDUFAF3	1347	1574	588	353
NDUFAF4	952	1178	618	364
NDUFAF5	257	252	112	53
NDUFAF6	187	159	79	41
NDUFAF7	317	396	161	96
NDUFAF8	272	362	207	116
NDUFB1	804	858	423	289
NDUFB10	1792	2192	766	539
NDUFB11	3050	4019	1813	983
NDUFB2	1748	2300	1019	622
NDUFB3	528	576	293	207
NDUFB4	1224	1387	631	368
NDUFB5	987	1141	552	361
NDUFB6	1191	1469	781	467
NDUFB7	1424	2438	961	559
NDUFB8	256	285	102	68
NDUFB9	1418	2183	921	596
NDUFC1	722	808	526	251
NDUFC2	156	171	80	60
NDUFS1	5117	5510	2634	1816
NDUFS2	3307	3950	1734	1111
NDUFS3	1833	2234	888	579
NDUFS4	774	810	318	219
NDUFS5	2685	4190	1805	1040
NDUFS6	1504	2363	805	498
NDUFS7	1160	1534	652	388
NDUFS8	2128	2463	1105	737
NDUFV1	2010	2606	1132	747
NDUFV2	1347	1264	595	396
NDUFV3	1125	1318	557	444
NEB	10	5	5	1
NEBL	192	217	95	52
NECAB3	139	159	77	40
NECAP1	508	550	282	188
NECAP2	522	738	294	196
NECTIN1	85	133	52	18
NECTIN2	554	727	306	163
NECTIN3	133	140	81	47
NEDD1	1056	1121	463	340
NEDD4	443	447	239	162
NEDD4L	479	561	274	173
NEDD8	5	5	5	0
NEDD8-MDP1	209	230	71	46
NEDD9	66	75	39	27
NEFL	1397	1680	608	321
NEFM	231	189	97	54
NEIL1	28	33	12	11
NEIL2	76	106	41	26
NEIL3	633	750	288	231
NEK1	355	379	156	107
NEK10	39	60	22	14
NEK11	31	53	13	10
NEK2	535	630	274	203
NEK3	366	373	174	132
NEK4	410	479	151	119
NEK6	499	569	265	141
NEK7	377	448	177	113
NEK9	796	1038	546	367
NELFA	445	617	267	156
NELFB	947	1173	449	286
NELFCD	1822	2166	834	548
NELFE	1713	2054	925	610
NELL2	478	609	224	114
NEMF	891	1005	522	348
NEMP1	1024	1381	565	363
NEMP2	64	104	47	24
NENF	413	571	203	119
NEO1	1216	1502	597	326
NEPRO	442	509	253	151
NES	10	26	16	6
NET1	1267	1453	676	384
NETO2	285	320	122	67
NEU1	555	793	381	172
NEU3	240	289	117	74
NEURL2	5	3	2	1
NEURL4	382	548	200	122
NEXMIF	0	2	2	1
NEXN	138	146	75	47
NF1	1397	1345	731	458
NF2	451	519	228	130
NFASC	12	14	6	2
NFAT5	861	849	487	314
NFATC1	249	271	106	56
NFATC2IP	383	539	258	126
NFATC3	427	490	206	139
NFATC4	96	116	57	27
NFE2L1	1589	1902	791	447
NFE2L2	1038	1218	532	361
NFE2L3	190	203	108	50
NFIA	468	590	268	208
NFIB	492	578	319	211
NFIC	398	463	247	140
NFIL3	142	134	74	35
NFIX	245	309	100	68
NFKB1	390	506	197	118
NFKB2	285	328	128	87
NFKBIA	296	416	220	129
NFKBIB	447	606	324	143
NFKBIE	124	140	48	38
NFKBIL1	163	207	94	70
NFKBIZ	17	36	21	15
NFRKB	787	917	484	273
NFS1	441	478	220	125
NFU1	717	755	301	250
NFX1	686	853	399	273
NFXL1	768	972	485	331
NFYA	453	565	268	176
NFYB	429	421	215	133
NFYC	977	1269	549	341
NGDN	720	937	433	320
NGEF	197	218	70	47
NGLY1	541	615	244	170
NGRN	269	365	282	149
NHEJ1	339	384	182	115
NHLRC2	1245	1399	723	495
NHLRC3	214	273	114	75
NHP2	1644	2274	1142	580
NHS	138	118	77	49
NHSL1	558	618	351	200
NHSL2	30	26	12	8
NID1	1409	1712	691	367
NID2	507	580	239	120
NIF3L1	606	696	343	210
NIFK	1099	1232	616	438
NIN	581	714	297	214
NINJ1	117	117	62	30
NINL	87	102	50	21
NIP7	502	701	359	191
NIPA1	155	215	102	74
NIPA2	468	482	196	131
NIPAL1	99	124	64	43
NIPAL2	23	38	17	7
NIPAL3	207	279	149	90
NIPBL	1515	1811	972	692
NIPSNAP1	1166	1308	494	327
NIPSNAP2	1109	1119	494	284
NIPSNAP3A	584	556	265	173
NISCH	821	941	464	253
NIT1	509	545	276	166
NIT2	572	726	304	175
NKAP	896	968	381	313
NKAPD1	259	273	146	119
NKD1	25	39	10	4
NKD2	67	107	57	30
NKIRAS1	272	301	119	98
NKIRAS2	370	460	202	134
NKRF	1691	1827	801	589
NKTR	437	561	255	195
NKX2-5	225	300	156	85
NKX6-1	90	125	58	26
NLE1	707	891	357	209
NLGN1	72	58	32	17
NLGN2	62	90	35	26
NLK	60	80	25	16
NLN	874	937	405	287
NLRC4	0	1	0	0
NLRC5	61	60	38	19
NLRP14	4	2	1	2
NLRX1	143	172	70	42
NMB	41	64	23	18
NMD3	903	1071	463	301
NME1	1936	2518	907	590
NME1-NME2	1844	2460	1538	858
NME3	526	724	373	185
NME4	1063	1323	492	312
NME5	133	139	63	47
NME6	178	215	124	72
NME7	415	517	241	162
NMI	132	118	47	41
NMNAT1	87	131	52	35
NMNAT3	16	13	8	6
NMRAL1	4	1	0	0
NMRK1	42	38	30	9
NMT1	1986	2567	1165	730
NMT2	502	517	237	158
NMU	476	484	213	126
NNT	615	710	433	243
NOA1	532	587	232	133
NOB1	690	828	380	236
NOC2L	3511	4452	2219	1249
NOC3L	1826	2024	944	704
NOC4L	996	1364	566	348
NOCT	516	596	305	204
NOD1	26	21	16	2
NOL10	1061	1238	532	340
NOL11	3011	3473	1691	1117
NOL12	13	17	22	10
NOL4	36	39	21	11
NOL4L	74	59	27	16
NOL6	958	1293	597	373
NOL7	2340	2832	1257	828
NOL8	566	729	379	255
NOL9	2006	2496	1185	702
NOLC1	6906	8259	3778	2636
NOM1	542	720	337	221
NOMO1	196	230	80	49
NOMO2	78	94	48	18
NOMO3	44	59	23	10
NONO	7640	10408	3633	2418
NOP10	1261	1399	758	524
NOP14	1820	2379	970	621
NOP16	944	1167	609	338
NOP2	2528	3511	1584	1065
NOP53	438	660	219	144
NOP56	2598	3533	1808	1157
NOP58	2488	3003	1509	1114
NOP9	325	545	237	143
NOS1AP	103	164	52	42
NOS2	97	80	40	27
NOSIP	1050	1486	620	352
NOSTRIN	0	0	0	1
NOTCH1	395	625	237	116
NOTCH2	1712	2329	1215	606
NOTCH3	471	451	170	68
NOTCH4	5	5	11	3
NOVA1	91	103	44	32
NOX1	0	0	1	0
NOXA1	7	4	6	4
NOXO1	1	0	2	0
NPAS1	141	120	53	27
NPAS2	50	61	19	15
NPAT	694	715	360	253
NPC1	980	1061	497	246
NPC2	837	904	400	206
NPDC1	276	378	154	74
NPEPL1	3	7	3	2
NPEPPS	2251	2774	1198	735
NPHP1	113	124	83	41
NPHP3	107	134	71	50
NPHP3-ACAD11	3	7	1	1
NPHP4	198	266	119	69
NPIPB4	0	0	0	0
NPL	29	19	19	6
NPLOC4	1250	1494	678	450
NPM1	1805	2744	802	562
NPM3	941	1150	564	345
NPNT	154	189	65	32
NPRL2	297	349	173	129
NPRL3	907	1051	375	278
NPTN	1006	1297	556	285
NPTX1	400	511	154	103
NPTX2	159	191	88	51
NPY1R	0	0	0	0
NQO1	138	149	94	54
NQO2	421	463	175	125
NR1D2	797	834	332	218
NR1H2	136	166	110	44
NR1H3	63	71	40	19
NR1I3	18	9	7	8
NR2C1	770	942	384	337
NR2C2	314	350	135	102
NR2C2AP	187	246	99	83
NR2F1	254	374	153	90
NR2F2	509	670	320	230
NR2F6	521	663	292	142
NR3C1	821	1041	503	333
NR3C2	294	304	168	102
NR4A1	81	85	37	18
NR5A2	35	29	16	8
NR6A1	33	46	13	7
NRARP	142	155	47	44
NRAS	841	939	420	355
NRBF2	119	145	73	46
NRBP1	1165	1298	552	348
NRBP2	30	41	17	10
NRCAM	527	641	246	130
NRDC	3828	4481	1788	1113
NRDE2	620	771	461	299
NREP	40	35	29	11
NRF1	409	517	199	115
NRIP1	320	405	166	119
NRIP2	4	1	1	0
NRIP3	90	110	42	21
NRK	1	0	5	1
NRM	271	335	142	62
NRN1	224	258	141	90
NRP1	653	1000	440	229
NRP2	219	260	79	57
NRSN2	449	516	239	162
NRXN2	7	14	12	10
NRXN3	108	148	75	37
NSA2	333	383	148	88
NSD1	1692	1973	860	583
NSD2	1153	1390	533	321
NSD3	752	853	324	223
NSDHL	877	1206	538	356
NSF	676	854	1546	431
NSFL1C	1110	1474	624	404
NSG1	66	76	28	21
NSL1	573	597	276	176
NSMAF	167	203	72	65
NSMCE1	596	618	283	179
NSMCE2	292	333	143	102
NSMCE3	397	545	234	165
NSMCE4A	982	1188	500	373
NSMF	108	157	70	45
NSRP1	377	474	264	187
NSUN2	3416	3999	1901	1178
NSUN3	283	307	171	89
NSUN4	288	407	187	91
NSUN5	295	410	228	117
NSUN6	292	314	146	91
NT5C	285	401	194	98
NT5C2	767	945	437	333
NT5C3A	271	243	143	101
NT5C3B	498	749	325	227
NT5DC1	885	1001	358	278
NT5DC2	925	1218	302	214
NT5DC3	319	366	192	121
NT5M	2	10	9	0
NTAN1	85	109	43	25
NTHL1	439	619	272	157
NTMT1	1128	1306	527	293
NTN1	360	506	164	85
NTN3	7	10	2	0
NTPCR	600	746	323	195
NUAK1	119	153	62	41
NUAK2	21	27	14	7
NUB1	2207	2464	989	730
NUBP1	264	301	155	82
NUBP2	578	789	328	214
NUBPL	288	332	148	107
NUCB1	1116	1444	506	309
NUCB2	927	954	348	244
NUCKS1	4572	5775	2841	1904
NUDC	3330	4510	1822	1220
NUDCD1	929	1024	422	324
NUDCD2	591	800	424	255
NUDCD3	738	992	460	245
NUDT1	425	586	259	165
NUDT10	6	19	7	3
NUDT11	25	47	19	10
NUDT12	750	882	368	255
NUDT13	26	29	16	10
NUDT14	109	157	59	48
NUDT15	421	583	239	163
NUDT16	207	275	135	78
NUDT16L1	305	419	202	113
NUDT17	29	44	21	14
NUDT18	16	34	17	4
NUDT19	2645	3341	1610	995
NUDT2	161	149	88	45
NUDT21	1776	2188	809	570
NUDT22	106	102	37	28
NUDT3	65	77	61	25
NUDT4	47	43	29	13
NUDT5	2077	2673	1034	615
NUDT6	87	77	51	21
NUDT7	89	86	31	20
NUDT8	85	112	63	23
NUDT9	351	395	210	108
NUF2	1303	1549	676	503
NUFIP1	296	480	261	126
NUFIP2	1200	1642	751	535
NUMA1	2657	3598	1667	989
NUMB	397	548	276	151
NUMBL	264	348	130	75
NUP107	4213	4785	2308	1600
NUP133	3731	4507	1956	1397
NUP153	4116	4578	2511	1658
NUP155	8223	8343	3910	2579
NUP160	2645	3172	1487	975
NUP188	4794	5689	2714	1694
NUP205	6349	7437	3277	2251
NUP210	3084	3848	1449	768
NUP210L	1	0	1	0
NUP214	2432	3304	1446	889
NUP35	499	604	312	201
NUP37	1707	2218	883	519
NUP43	2383	2622	1103	755
NUP50	182	226	97	77
NUP54	1202	1403	648	404
NUP58	1978	2080	825	531
NUP62	1379	1688	768	521
NUP62CL	373	328	186	124
NUP85	1738	1986	958	581
NUP88	2439	2616	1371	849
NUP93	2187	2607	1140	715
NUP98	3160	3779	1576	1119
NUPL2	639	834	419	260
NUS1	49	39	19	15
NUSAP1	2877	3010	1417	899
NUTF2	1263	1117	518	362
NVL	870	1102	558	312
NXF1	993	1337	626	440
NXN	641	802	298	218
NXPE3	149	173	104	78
NXPH4	252	366	101	72
NXT1	150	213	86	51
NXT2	76	107	50	44
NYNRIN	319	330	157	109
OAF	89	175	65	36
OARD1	232	250	135	96
OAT	5202	6200	2638	1886
OAZ1	930	1303	1088	651
OAZ2	583	784	489	267
OAZ3	1	3	5	0
OBSCN	23	32	34	10
OBSL1	1490	2197	938	557
OCA2	58	82	38	26
OCEL1	59	57	51	24
OCIAD1	2272	2265	1012	720
OCLN	675	962	354	235
OCRL	1363	1512	640	448
ODC1	3353	4370	1219	808
ODF2	583	735	315	239
ODF2L	366	348	170	136
ODF3B	0	0	0	0
ODR4	276	313	142	107
OFD1	238	301	163	128
OGA	2923	3668	1938	1363
OGDH	1454	1738	831	529
OGDHL	82	98	50	32
OGFOD1	1096	1373	711	501
OGFOD2	150	231	111	45
OGFOD3	130	175	84	37
OGFR	527	705	340	229
OGFRL1	276	251	104	50
OGG1	172	207	117	73
OGN	0	0	0	0
OGT	2451	2984	1398	887
OIP5	485	636	305	203
OLA1	1348	1818	746	456
OMA1	305	395	210	128
OMD	0	0	0	0
OMG	0	0	1	0
ONECUT2	37	54	19	4
OPA1	2035	2001	967	675
OPA3	131	158	86	40
OPHN1	83	85	43	40
OPN1SW	0	0	1	0
OPTN	605	625	222	162
ORAI1	293	372	137	73
ORAI2	84	109	47	20
ORAI3	53	38	21	11
ORC1	898	1077	552	356
ORC2	1214	1200	510	367
ORC3	1295	1402	593	384
ORC4	1080	1211	619	422
ORC5	1515	1676	710	505
ORC6	1093	1176	547	378
ORMDL1	510	525	287	154
ORMDL2	418	553	243	159
ORMDL3	259	362	187	113
OS9	1819	2479	991	556
OSBP	1228	1440	655	414
OSBP2	117	131	46	31
OSBPL10	158	214	97	61
OSBPL11	459	482	214	149
OSBPL1A	404	387	180	98
