	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
MYH10	4775	5590	2695	1842
MYH11	22	7	8	2
MYH14	643	877	330	216
MYH15	3	1	1	1
MYH3	10	10	5	1
MYH9	8177	11111	4256	2748
MYL12A	871	939	465	319
MYL12B	1316	1560	637	434
MYL5	26	22	16	9
MYL6	5631	7629	3588	2226
MYL6B	151	174	82	55
MYLIP	178	211	89	58
MYLK	35	54	13	11
MYNN	224	224	117	68
MYO10	1032	1343	495	334
MYO18A	281	367	175	84
MYO19	312	329	136	83
MYO1B	1593	1953	844	618
MYO1C	1338	1491	652	358
MYO1D	904	860	418	276
MYO1E	538	561	256	164
MYO3A	176	142	66	59
MYO5A	826	922	310	231
MYO5B	229	291	62	42
MYO5C	437	547	193	123
MYO6	2599	3077	1451	1026
MYO9A	496	496	273	169
MYO9B	497	684	317	200
MYOM2	120	107	53	44
MYOT	3	5	5	1
MYRF	12	11	4	5
MYSM1	220	263	121	63
MZF1	47	65	23	13
MZT1	590	605	278	218
MZT2A	220	287	96	56
MZT2B	504	815	272	156
N4BP1	375	406	155	102
N4BP2	385	444	198	139
N4BP2L2	1166	1275	667	459
N6AMT1	144	142	55	46
NAA10	2658	3573	1261	739
NAA15	4654	5132	2502	1816
NAA16	616	707	270	192
NAA20	767	1024	509	386
NAA25	1941	2102	1043	701
NAA30	194	297	119	73
NAA35	1064	1253	529	398
NAA38	797	1098	587	326
NAA40	267	349	150	110
NAA50	1856	1790	892	588
NAA60	207	205	104	71
NAA80	31	29	18	18
NAAA	176	207	83	35
NAALAD2	60	36	28	16
NAB1	143	179	70	42
NAB2	161	243	62	70
NABP1	113	150	79	47
NABP2	734	905	326	196
NACA	7139	7686	2954	1896
NACC1	980	1265	451	282
NACC2	307	381	161	92
NADK	417	463	193	120
NADK2	488	547	222	150
NADSYN1	288	371	138	89
NAE1	3459	3262	1360	903
NAF1	739	902	415	271
NAGA	329	401	170	94
NAGK	305	462	188	118
NAGLU	278	326	144	72
NAGPA	80	132	60	31
NAIF1	98	125	60	42
NAMPT	632	652	281	227
NANP	152	135	83	36
NANS	1215	1498	726	450
NAP1L1	4479	6043	1707	1096
NAP1L2	84	101	56	37
NAP1L3	125	120	78	28
NAP1L4	2278	2932	1033	703
NAPA	1098	1203	475	335
NAPB	81	92	45	22
NAPEPLD	86	95	31	27
NAPG	663	661	284	189
NAPRT	154	150	70	46
NARF	249	318	142	97
NARS	3128	3872	1640	1104
NARS2	321	413	196	120
NASP	4549	6097	2951	1932
NAT1	76	100	70	38
NAT10	1577	2011	937	620
NAT14	100	105	32	25
NAT8L	322	389	142	96
NAT9	294	402	182	111
NAV1	227	305	141	80
NAV2	158	145	91	61
NAXD	147	172	118	60
NAXE	1967	2316	1173	713
NBAS	761	958	465	275
NBDY	383	446	176	138
NBEA	529	552	276	187
NBEAL1	348	374	180	117
NBEAL2	223	238	127	51
NBL1	247	366	150	91
NBN	822	897	395	268
NBPF1	24	35	28	13
NBPF10	1	0	0	1
NBPF11	3	1	1	0
NBPF12	2	3	2	1
NBPF14	1	1	5	1
NBPF15	7	5	3	3
NBPF20	5	2	0	1
NBPF3	30	44	24	16
NBPF9	3	1	1	0
NBR1	1194	1352	740	466
NCAM1	544	749	276	164
NCAPD2	5521	6968	3455	2273
NCAPD3	2759	3064	1604	1021
NCAPG	3043	3422	1926	1251
NCAPG2	2655	2878	1212	884
NCAPH	1690	1937	944	611
NCAPH2	866	1211	539	359
NCBP1	2263	2726	1145	791
NCBP2	726	931	423	254
NCBP3	1038	1298	519	317
NCDN	997	1374	600	391
NCEH1	134	164	75	36
NCK1	279	332	146	117
NCK2	153	204	75	39
NCKAP1	3515	3508	1163	825
NCKAP5L	456	632	223	143
NCKIPSD	332	386	155	102
NCL	26351	33983	15175	10150
NCLN	1141	1479	574	308
NCOA1	420	425	169	102
NCOA2	488	486	270	182
NCOA3	624	679	204	152
NCOA4	1851	2396	1174	739
NCOA5	634	1180	443	311
NCOA6	401	487	205	130
NCOA7	442	456	213	137
NCOR1	1070	1152	422	288
NCOR2	992	1094	672	322
NCR3LG1	402	479	265	140
NCS1	229	355	127	95
NCSTN	1449	1612	732	434
NDC1	1702	1899	836	544
NDC80	1183	1313	679	517
NDE1	229	315	133	86
NDEL1	211	208	68	57
NDFIP1	1690	1991	852	545
NDFIP2	869	1068	574	307
NDNF	234	249	86	62
NDOR1	262	404	172	111
NDRG1	2088	2238	1082	669
NDRG2	279	350	179	104
NDRG3	813	888	325	200
NDRG4	126	123	49	30
NDST1	187	244	156	70
NDST2	10	8	2	2
NDUFA1	1677	2139	1085	793
NDUFA10	2871	3483	1403	907
NDUFA11	684	884	251	136
NDUFA12	1660	1876	896	604
NDUFA13	727	1010	419	233
NDUFA2	1253	1621	651	447
NDUFA3	671	898	398	240
NDUFA4	974	1236	607	378
NDUFA5	477	537	294	186
NDUFA6	1463	1657	778	502
NDUFA8	1489	1718	712	473
NDUFA9	367	590	239	143
NDUFAB1	2744	2964	1152	817
NDUFAF1	430	558	297	181
NDUFAF2	187	242	79	59
NDUFAF3	1348	1575	589	353
NDUFAF4	932	1099	542	349
NDUFAF5	257	251	112	54
NDUFAF6	187	159	80	41
NDUFAF7	317	395	161	96
NDUFAF8	271	364	209	115
NDUFB1	1049	1034	485	328
NDUFB10	1794	2193	766	537
NDUFB11	2982	3764	1609	872
NDUFB2	1753	2303	1018	622
NDUFB3	525	577	294	206
NDUFB4	1223	1389	630	368
NDUFB5	988	1142	554	362
NDUFB6	1007	1194	576	392
NDUFB7	1267	2122	762	484
NDUFB8	435	449	184	130
NDUFB9	1416	2180	923	596
NDUFC1	500	560	216	167
NDUFC2	552	607	308	223
NDUFS1	5164	5555	2664	1830
NDUFS2	3313	3958	1735	1111
NDUFS3	1834	2237	889	579
NDUFS4	775	810	318	219
NDUFS5	2686	4191	1805	1040
NDUFS6	1506	2366	804	500
NDUFS7	1160	1536	653	389
NDUFS8	2132	2465	1107	742
NDUFV1	2009	2607	1134	747
NDUFV2	1350	1265	599	399
NDUFV3	1128	1319	557	442
NEB	10	5	5	1
NEBL	192	219	94	54
NECAB3	139	162	68	38
NECAP1	508	551	280	188
NECAP2	524	737	295	196
NECTIN1	86	131	50	18
NECTIN2	554	727	307	165
NECTIN3	133	140	81	47
NEDD1	1055	1121	467	340
NEDD4	438	439	233	160
NEDD4L	480	561	273	173
NEDD8	0	0	0	0
NEFL	1305	1558	524	278
NEFM	230	190	97	54
NEIL1	28	33	12	11
NEIL2	76	105	41	26
NEIL3	633	748	288	232
NEK1	351	376	157	106
NEK10	39	59	22	14
NEK11	31	53	13	10
NEK2	506	594	244	185
NEK3	359	364	166	125
NEK4	401	464	148	116
NEK6	498	572	266	141
NEK7	378	449	177	114
NEK8	22	30	21	17
NEK9	793	1027	545	360
NELFA	446	614	264	155
NELFB	948	1173	453	287
NELFCD	1822	2168	834	548
NELFE	1719	2065	925	612
NELL2	481	613	227	115
NEMF	871	989	502	341
NEMP1	1025	1380	559	361
NEMP2	61	91	43	21
NENF	413	572	204	119
NEO1	1218	1502	598	327
NEPRO	432	495	242	145
NES	10	27	15	5
NET1	1269	1452	675	386
NETO2	291	320	122	66
NEU1	527	759	349	159
NEU3	241	289	117	74
NEURL4	382	546	202	121
NEXMIF	0	2	2	1
NEXN	138	149	76	47
NF1	1399	1346	732	458
NF2	450	517	228	130
NFAT5	861	851	489	315
NFATC1	250	272	107	56
NFATC2IP	383	537	259	126
NFATC3	429	490	207	139
NFATC4	96	116	58	27
NFE2L1	1594	1907	791	448
NFE2L2	1031	1205	518	350
NFE2L3	190	203	106	50
NFIA	469	590	267	210
NFIB	490	574	313	209
NFIL3	142	135	74	36
NFIX	244	308	97	68
NFKB1	390	508	197	119
NFKB2	286	329	128	89
NFKBIA	301	406	214	127
NFKBIB	447	608	324	144
NFKBIL1	164	211	97	72
NFKBIZ	17	36	21	15
NFRKB	788	910	484	267
NFS1	437	452	213	120
NFU1	743	770	311	256
NFX1	686	854	400	273
NFXL1	773	942	468	319
NFYA	453	566	268	177
NFYB	432	419	212	132
NFYC	974	1273	550	341
NGDN	723	941	439	321
NGEF	191	217	67	47
NGLY1	536	608	238	163
NGRN	270	365	282	149
NHEJ1	336	370	172	110
NHLRC2	1247	1399	726	495
NHLRC3	215	272	114	75
NHP2	1480	1855	867	444
NHSL1	546	611	344	200
NIBAN1	324	312	127	94
NIBAN2	846	961	340	177
NID1	1383	1683	685	361
NID2	506	586	241	120
NIF3L1	606	697	343	210
NIFK	1048	1141	542	400
NIN	588	721	298	216
NINJ1	99	90	48	22
NINL	89	93	46	19
NIP7	502	701	359	191
NIPA1	156	216	103	74
NIPA2	469	481	196	131
NIPAL1	99	125	64	43
NIPAL2	21	38	15	6
NIPAL3	207	279	149	90
NIPBL	1520	1812	974	695
NIPSNAP1	1127	1247	441	282
NIPSNAP2	1112	1120	494	285
NIPSNAP3A	583	557	266	173
NISCH	814	934	458	250
NIT1	509	544	278	167
NIT2	571	721	303	173
NKAP	898	956	363	306
NKAPD1	259	275	148	118
NKD2	66	107	57	31
NKIRAS1	274	293	117	97
NKIRAS2	370	461	203	134
NKRF	1675	1824	806	591
NKTR	435	561	255	195
NKX2-5	230	298	156	83
NKX6-1	88	123	58	27
NLE1	730	896	366	213
NLGN1	72	59	31	17
NLGN2	62	89	37	27
NLK	60	79	25	16
NLN	876	938	406	286
NLRC4	0	2	0	0
NLRP14	4	2	1	2
NLRX1	147	178	72	43
NMB	40	60	23	20
NMD3	903	1070	463	302
NME1	1938	2518	910	590
NME1-NME2	1846	2463	1540	861
NME3	498	692	337	167
NME4	1059	1323	490	314
NME6	177	210	115	65
NME7	408	498	216	153
NMNAT1	86	131	52	34
NMRAL1	5	1	0	0
NMRK1	39	38	28	9
NMT1	1987	2568	1167	732
NMT2	473	454	201	139
NMU	474	479	201	120
NNT	614	708	434	244
NOA1	519	561	214	122
NOB1	631	736	314	189
NOC2L	3319	4205	1963	1151
NOC3L	1806	1981	917	672
NOC4L	999	1365	566	348
NOCT	516	597	305	204
NOD1	24	19	16	2
NOL10	1012	1169	460	319
NOL11	3008	3472	1692	1118
NOL6	955	1267	589	370
NOL7	2343	2840	1258	827
NOL8	521	674	323	224
NOL9	1996	2482	1146	692
NOLC1	6913	8258	3786	2637
NOM1	544	723	337	221
NOMO1	197	230	80	49
NOMO2	75	89	43	11
NOMO3	44	59	23	10
NONO	7649	10413	3636	2422
NOP10	1023	1253	622	403
NOP14	1815	2345	954	609
NOP16	825	1006	495	302
NOP2	2474	3436	1523	1023
NOP53	438	664	220	145
NOP56	2597	3536	1815	1157
NOP58	2488	3000	1509	1114
NOP9	325	547	237	143
NOS1AP	103	164	52	42
NOSIP	1046	1443	592	331
NOSTRIN	0	0	0	1
NOTCH1	389	613	228	110
NOTCH2	1714	2319	1216	603
NOTCH3	471	448	168	67
NOVA1	84	90	38	28
NOXA1	7	4	6	4
NOXO1	1	0	3	0
NPAS1	141	120	54	27
NPAS2	50	62	19	15
NPAT	677	699	350	245
NPC1	954	1041	478	233
NPC2	745	819	318	172
NPDC1	267	353	137	73
NPEPL1	4	8	3	2
NPEPPS	2250	2781	1202	734
NPHP1	103	112	63	38
NPHP3	104	140	70	49
NPHP4	195	258	112	66
NPL	29	19	19	6
NPLOC4	1236	1471	641	437
NPM1	1804	2740	804	564
NPM3	675	870	354	200
NPNT	154	188	65	32
NPRL2	285	332	157	123
NPRL3	817	965	320	242
NPTN	960	1226	509	261
NPTX1	388	498	149	104
NPTX2	158	180	82	48
NQO1	135	143	79	43
NQO2	422	464	175	126
NR1D2	798	833	333	219
NR1H2	137	168	111	44
NR1H3	63	71	40	19
NR1I3	19	11	7	4
NR2C1	763	933	373	328
NR2C2	314	350	135	102
NR2C2AP	154	196	67	64
NR2F1	253	374	153	90
NR2F2	508	669	323	231
NR2F6	546	681	307	155
NR3C1	784	974	473	309
NR3C2	289	302	157	100
NR6A1	34	44	13	7
NRARP	142	155	46	44
NRAS	836	901	409	350
NRBF2	120	144	73	46
NRBP1	1165	1299	552	349
NRBP2	29	43	16	9
NRCAM	522	629	243	127
NRDC	3778	4340	1692	1077
NRDE2	606	753	444	283
NREP	51	40	29	13
NRF1	408	520	199	116
NRIP1	320	406	166	119
NRIP2	4	1	1	0
NRIP3	88	107	40	20
NRN1	220	266	130	92
NRP1	648	990	424	225
NRP2	221	260	79	56
NRSN2	449	518	239	161
NRXN3	108	148	76	37
NSA2	331	376	147	89
NSD1	1692	1974	858	582
NSD2	1155	1389	536	321
NSD3	753	855	325	224
NSDHL	879	1205	538	356
NSF	674	856	1515	450
NSFL1C	1110	1446	612	404
NSL1	570	580	266	172
NSMAF	161	191	63	60
NSMCE1	513	541	218	140
NSMCE2	293	333	144	102
NSMCE3	399	545	234	165
NSMCE4A	966	1142	477	362
NSMF	106	148	65	41
NSRP1	376	474	263	188
NSUN2	3412	4010	1875	1160
NSUN3	283	307	172	90
NSUN4	287	408	189	90
NSUN5	266	349	171	100
NSUN6	278	301	138	86
NT5C	288	392	174	97
NT5C2	736	918	407	324
NT5C3A	258	209	126	86
NT5C3B	484	698	293	201
NT5DC1	886	1002	359	278
NT5DC2	946	1222	293	215
NT5DC3	315	354	181	118
NT5M	2	10	9	0
NTAN1	83	96	32	22
NTHL1	438	628	277	154
NTMT1	1127	1308	529	294
NTN1	361	506	164	84
NTPCR	600	747	323	195
NUAK1	119	153	60	40
NUB1	2208	2463	990	730
NUBP1	264	301	155	82
NUBP2	578	787	329	215
NUBPL	287	332	148	107
NUCB1	1116	1445	507	310
NUCB2	926	956	349	243
NUCKS1	3980	5226	2321	1554
NUDC	3328	4500	1824	1219
NUDCD1	919	1005	407	321
NUDCD2	607	728	359	236
NUDCD3	725	977	442	235
NUDT1	425	586	259	165
NUDT11	25	47	19	10
NUDT12	739	862	337	225
NUDT13	26	28	16	10
NUDT14	105	140	51	41
NUDT15	421	582	238	163
NUDT16	207	275	136	78
NUDT16L1	305	419	202	113
NUDT17	29	44	21	14
NUDT19	2652	3369	1623	997
NUDT2	161	149	88	45
NUDT21	1707	2050	755	527
NUDT22	105	104	37	28
NUDT5	2026	2571	933	555
NUDT6	86	80	48	23
NUDT7	89	86	31	20
NUDT8	70	92	44	14
NUDT9	351	397	210	108
NUF2	1305	1550	679	503
NUFIP1	265	408	209	103
NUFIP2	1179	1559	727	502
NUMA1	2629	3546	1630	973
NUMB	394	539	259	146
NUMBL	264	333	127	75
NUP107	4221	4788	2314	1601
NUP133	3711	4465	1928	1363
NUP153	4113	4551	2495	1652
NUP155	8139	8213	3813	2532
NUP160	2639	3163	1487	974
NUP188	4800	5695	2718	1694
NUP205	6354	7450	3283	2258
NUP210	3085	3852	1447	771
NUP210L	1	0	1	0
NUP214	2433	3305	1445	890
NUP35	500	605	313	202
NUP37	1585	2026	703	432
NUP42	639	834	421	261
NUP43	2272	2482	1020	675
NUP50	182	225	97	77
NUP54	1192	1378	601	400
NUP58	1978	2083	826	531
NUP62	1362	1637	756	505
NUP62CL	300	293	149	94
NUP85	1744	1989	960	582
NUP88	2434	2601	1361	841
NUP93	2188	2605	1140	714
NUP98	3127	3757	1540	1102
NUS1	49	39	19	15
NUTF2	1262	1114	519	361
NVL	857	1037	498	293
NXF1	979	1321	610	429
NXN	633	771	284	211
NXPE3	149	173	104	78
NXT1	150	212	86	51
NXT2	77	107	50	44
NYNRIN	319	330	157	109
OAF	89	176	65	35
OARD1	190	183	82	69
OAT	5065	6089	2518	1786
OAZ1	931	1305	1089	652
OAZ2	423	576	328	172
OBI1	483	567	279	188
OBSCN	23	34	33	10
OBSL1	1484	2157	916	553
OCA2	57	82	37	25
OCIAD1	2273	2267	1013	721
OCLN	676	963	354	235
OCRL	1365	1513	644	448
ODC1	3314	4252	1178	769
ODF2	582	735	315	241
ODF2L	353	335	157	127
ODR4	276	314	143	107
OFD1	237	302	163	126
OGA	2926	3636	1930	1364
OGDH	1456	1741	831	527
OGDHL	80	95	44	29
OGFOD1	1094	1377	711	503
OGFOD2	150	232	112	45
OGFOD3	117	156	66	33
OGFR	528	706	340	230
OGFRL1	275	252	104	50
OGG1	172	209	117	73
OGN	0	0	0	0
OGT	2451	2990	1405	889
OIP5	451	585	250	181
OLA1	1353	1818	746	455
OMA1	284	373	179	117
OMD	0	0	0	0
OMG	0	0	1	0
ONECUT2	37	54	18	4
OPA1	2040	2005	969	676
OPA3	129	154	81	39
OPHN1	77	85	41	40
OPTN	604	625	225	161
ORAI1	275	363	129	73
ORAI2	84	109	46	20
ORC1	850	1046	531	336
ORC2	1168	1169	484	349
ORC3	1297	1408	597	387
ORC4	1038	1164	575	405
ORC5	1463	1578	656	457
ORC6	1092	1177	548	379
ORMDL1	472	434	199	130
ORMDL2	433	579	250	162
ORMDL3	220	304	132	93
OS9	1819	2482	994	556
OSBP	1237	1447	652	413
OSBP2	117	130	46	31
OSBPL10	153	207	97	60
OSBPL11	454	470	210	147
OSBPL1A	401	389	175	98
OSBPL2	577	716	278	208
OSBPL3	388	440	164	106
OSBPL5	84	92	51	21
OSBPL6	332	353	126	87
OSBPL8	1440	1445	644	397
OSBPL9	1495	1638	838	516
OSCP1	105	128	60	40
OSER1	577	616	376	248
OSGEP	336	387	211	113
OSGEPL1	239	209	128	104
OSGIN2	280	277	146	87
OSR2	62	79	47	18
OST4	504	545	382	265
OSTC	264	370	172	94
OSTF1	302	334	139	93
OSTM1	477	554	287	137
OTUB1	1753	2041	912	625
OTUB2	103	88	30	17
OTUD1	160	203	67	50
OTUD3	173	225	81	51
OTUD4	254	308	118	81
OTUD5	1121	1359	534	373
OTUD6B	363	465	215	145
OTUD7A	33	56	19	16
OTUD7B	336	485	198	140
OTULIN	440	435	202	133
OTULINL	580	679	256	197
OVCA2	395	563	244	158
OVGP1	3	2	0	4
OXA1L	1145	1434	603	390
OXCT1	1670	2002	827	508
OXLD1	138	128	66	51
OXNAD1	243	218	103	75
OXR1	604	559	248	178
OXSM	224	221	124	73
OXSR1	534	610	242	180
P2RX4	104	113	59	33
P2RY1	60	80	55	29
P3H1	675	1073	376	213
P3H3	257	256	138	94
P3H4	346	417	194	105
P4HA1	657	831	305	193
P4HA2	537	640	242	133
P4HB	3733	4641	1538	816
PA2G4	1405	1871	735	471
PAAF1	289	290	116	55
PABPC1	3051	4234	891	514
PABPC1L	31	31	20	12
PABPC4	3408	4219	1569	933
PABPC4L	89	106	45	35
PABPN1	200	401	181	103
PACC1	188	257	81	71
PACRGL	163	197	113	70
PACS1	422	456	156	106
PACS2	135	134	65	30
PACSIN2	1102	1369	548	330
PACSIN3	338	386	138	61
PAF1	3156	4372	1781	1106
PAFAH1B1	1758	1982	839	577
PAFAH1B2	1132	1466	757	447
PAFAH1B3	635	764	322	189
PAFAH2	91	140	51	35
PAG1	124	130	49	24
PAGR1	332	519	219	117
PAICS	5371	6030	2663	2009
PAIP1	335	372	179	150
PAIP2	1786	1773	837	579
PAIP2B	94	106	54	42
PAK1	600	685	268	199
PAK1IP1	1091	1353	522	374
PAK2	924	1201	486	265
PAK4	1018	1621	670	399
PALB2	258	235	131	81
PALD1	330	378	159	85
PALLD	1139	1156	565	369
PALM	140	153	54	36
PALM2-AKAP2	420	566	210	144
PAM	1013	1124	483	240
PAM16	111	102	82	38
PAN2	395	429	241	159
PAN3	342	408	198	131
PANK1	139	243	94	58
PANK2	524	714	311	194
PANK3	414	518	186	119
PANK4	782	925	449	274
PANX1	176	210	104	65
PAPOLA	2772	2968	951	658
PAPOLG	330	456	196	140
PAPSS1	1175	1389	608	420
PAPSS2	664	800	289	197
PAQR3	255	262	113	70
PAQR4	123	114	62	33
PAQR5	53	62	15	10
PAQR6	6	2	6	1
PAQR8	87	85	48	21
PARD3	1214	1344	530	372
PARD3B	120	145	62	41
PARD6B	316	351	167	105
PARD6G	63	83	37	18
PARG	330	424	185	157
PARK7	5764	7268	2912	1994
PARL	47	80	32	18
PARN	1026	1055	497	297
PARP1	11723	14736	6792	4262
PARP11	124	124	55	54
PARP16	132	151	45	37
PARP2	637	702	292	194
PARP3	10	16	14	6
PARP4	1476	1954	854	609
PARP6	39	39	21	10
PARP8	307	336	174	94
PARP9	364	337	171	143
PARPBP	1031	1156	460	363
PARS2	216	231	94	63
PARVA	365	600	203	120
PARVB	154	204	77	41
PASK	581	743	312	199
PATJ	512	575	285	147
PATL1	471	554	228	131
PATZ1	362	452	220	141
PAWR	1234	1338	533	364
PAX3	299	341	177	93
PAX6	198	214	127	54
PAXBP1	619	713	321	203
PAXIP1	638	689	306	198
PAXX	327	415	184	105
PBDC1	461	657	294	192
PBK	2708	3028	1409	924
PBLD	44	42	27	9
PBRM1	1597	1811	777	525
PBX1	592	668	345	227
PBX2	186	190	98	54
PBX3	155	185	56	48
PBXIP1	217	345	157	97
PC	211	297	151	81
PCBD1	820	911	308	259
PCBD2	51	51	35	26
PCBP1	4943	6224	2415	1662
PCBP2	7747	9727	2898	1763
PCBP4	73	88	45	21
PCCA	156	200	85	38
PCCB	2294	2846	1239	759
PCDH10	41	65	28	15
PCDH17	4	2	4	3
PCDH18	62	56	29	12
PCDH7	927	1409	651	387
PCDH9	179	218	106	72
PCED1A	89	111	53	33
PCF11	556	800	465	291
PCGF1	152	171	91	62
PCGF2	144	237	68	41
PCGF3	143	207	88	45
PCGF5	333	348	123	70
PCGF6	455	412	203	150
PCID2	732	736	322	200
PCIF1	275	257	139	76
PCK2	436	474	173	111
PCLO	242	197	125	70
PCM1	2961	3319	1384	885
PCMT1	2916	3383	1721	1029
PCMTD1	90	77	46	35
PCMTD2	353	337	175	105
PCNA	9100	11249	5713	3763
PCNP	563	698	302	169
PCNT	1519	2145	1118	635
PCNX1	611	616	340	196
PCNX2	46	27	44	18
PCNX3	288	370	181	100
PCNX4	147	200	151	107
PCOLCE2	326	358	161	81
PCSK1N	151	247	94	48
PCSK5	197	304	116	60
PCSK6	346	451	169	97
PCSK7	76	115	60	39
PCTP	241	305	131	76
PCYOX1	971	1057	452	231
PCYOX1L	251	297	116	58
PCYT1A	421	563	205	160
PCYT2	199	244	92	72
PDAP1	738	1049	515	274
PDCD10	627	773	350	249
PDCD11	1997	2954	1290	821
PDCD2	895	1247	480	313
PDCD2L	892	1026	520	302
PDCD4	3049	3825	1593	1003
PDCD5	3122	4155	1885	1103
PDCD6	725	1021	323	227
PDCD6IP	2764	2921	1479	993
PDCD7	199	280	153	86
PDCL	378	507	213	140
PDCL3	151	273	121	56
PDE10A	256	278	116	71
PDE12	1152	1454	702	435
PDE3B	240	292	146	85
PDE4A	47	55	29	12
PDE4D	151	189	88	79
PDE4DIP	279	367	126	83
PDE5A	202	179	79	53
PDE6D	278	305	122	98
PDE7A	130	155	72	44
PDE8A	109	116	36	33
PDE9A	267	276	85	53
PDF	157	271	133	72
PDGFC	140	169	80	55
PDGFRL	112	149	61	29
PDHA1	4114	5335	2230	1443
PDHB	2109	2338	1046	698
PDHX	885	940	373	254
PDIA3	2527	3112	1143	664
PDIA4	3899	4920	1800	1007
PDIA5	160	204	78	46
PDIA6	4231	5566	2116	1151
PDIK1L	199	204	99	78
PDK1	591	514	269	179
PDK2	602	633	294	166
PDK3	932	996	407	298
PDLIM1	1353	1436	509	329
PDLIM3	258	304	103	68
PDLIM5	1908	2489	1083	692
PDLIM7	442	546	262	151
PDP1	188	165	100	57
PDP2	366	490	201	134
PDPK1	166	187	95	59
PDPN	600	759	365	219
PDPR	36	75	45	25
PDRG1	400	584	237	175
PDS5A	2877	2984	1132	819
PDS5B	1439	1745	981	629
PDSS1	399	455	192	123
PDSS2	232	263	124	93
PDXDC1	877	1089	409	272
PDXK	597	933	375	248
PDZD11	613	740	360	231
PDZD2	36	34	19	16
PDZD4	32	54	10	6
PDZD8	450	539	171	107
PDZRN3	109	112	60	34
PEA15	671	863	416	273
PEAK1	157	221	92	64
PEBP1	3829	4863	2035	1271
PECR	291	326	133	62
PEF1	1127	1437	744	434
PELI1	171	183	74	56
PELI2	168	156	77	43
PELI3	91	90	32	16
PELO	629	746	335	180
PELP1	2939	4138	1915	1160
PEMT	315	370	188	107
PEPD	2073	2992	1168	640
PER1	143	154	95	52
PER2	102	117	56	32
PER3	24	35	18	15
PERP	1164	1714	646	372
PES1	2270	3010	1199	829
PET100	98	128	52	37
PET117	78	105	51	35
PEX1	631	713	304	203
PEX10	301	425	152	69
PEX11A	100	108	56	37
PEX11B	255	331	134	100
PEX12	93	102	47	34
PEX13	184	263	107	73
PEX14	416	532	223	124
PEX16	150	171	75	43
PEX19	521	541	245	155
PEX2	122	116	80	62
PEX26	179	221	85	69
PEX3	829	926	413	348
PEX5	653	796	307	201
PEX6	268	404	194	84
PEX7	243	270	119	76
PFAS	2049	3077	1160	648
PFDN1	760	899	485	341
PFDN2	1334	1714	632	435
PFDN4	1009	996	428	231
PFDN5	3410	3662	1447	919
PFDN6	1301	1386	732	501
PFKFB2	60	81	32	23
PFKFB3	449	515	198	146
PFKFB4	33	70	20	9
PFKL	1635	2114	847	519
PFKM	2123	2483	1121	663
PFKP	5973	7367	2859	1794
PFN1	9073	11740	6630	4029
PFN2	1232	1528	636	349
PGAM2	7	11	2	0
PGAM5	1748	2064	690	523
PGAP1	473	442	183	130
PGAP2	104	171	78	52
PGAP3	65	58	30	12
PGBD1	205	241	115	76
PGBD2	21	28	18	7
PGBD4	38	38	20	9
PGBD5	93	129	34	25
PGD	4145	5467	2314	1450
PGGHG	28	30	13	8
PGGT1B	416	471	212	145
PGK1	7060	9126	4028	2517
PGLS	673	999	302	193
PGM1	1282	1669	642	431
PGM2	1524	1762	765	469
PGM2L1	348	359	152	127
PGM3	2114	2424	1154	704
PGP	634	744	289	142
PGRMC1	2449	3131	1204	685
PGRMC2	572	633	312	164
PGS1	298	332	151	90
PHACTR2	300	325	136	89
PHACTR4	487	578	276	182
PHAX	1147	1302	669	387
PHB	1872	2297	1044	682
PHB2	6540	7800	3050	1878
PHC2	422	516	238	164
PHC3	307	305	192	97
PHF1	56	82	32	15
PHF10	607	664	305	202
PHF12	299	378	140	79
PHF13	380	471	212	135
PHF14	741	1001	429	303
PHF19	381	509	198	115
PHF2	304	433	210	126
PHF20	297	319	223	132
PHF20L1	296	375	146	97
PHF21A	171	208	95	68
PHF21B	16	6	2	4
PHF23	540	768	367	217
PHF3	1980	1976	939	664
PHF5A	452	644	274	183
PHF6	1698	2036	855	667
PHF7	7	6	2	2
PHF8	1105	1569	623	381
PHGDH	5246	6526	2668	1646
PHIP	2836	3503	1758	1197
PHKA1	855	939	319	201
PHKA2	540	598	260	173
PHKB	435	429	167	126
PHKG1	2	2	0	0
PHKG2	311	321	157	96
PHLDB1	278	305	125	66
PHLDB2	142	149	79	64
PHLDB3	151	179	67	49
PHLPP1	428	637	310	180
PHLPP2	230	267	135	74
PHOSPHO2	39	27	17	5
PHPT1	1233	1759	864	455
PHRF1	777	1099	527	329
PHTF1	121	171	60	43
PHTF2	369	444	172	104
PHYH	377	412	155	105
PHYHD1	35	36	19	5
PHYKPL	89	94	38	35
PI4K2B	298	355	146	98
PI4KA	1585	1840	808	511
PI4KB	988	1252	558	376
PIAS1	714	790	446	288
PIAS2	348	381	166	133
PIAS3	319	400	188	107
PIAS4	315	493	187	128
PIBF1	564	544	231	169
PICALM	1661	1792	877	582
PICK1	401	519	218	136
PIDD1	51	84	38	21
PIEZO1	695	782	390	126
PIF1	93	115	48	23
PIGA	191	175	129	87
PIGB	118	130	64	41
PIGC	188	248	81	47
PIGF	123	130	52	28
PIGG	633	838	372	221
PIGH	146	156	82	33
PIGK	1118	1129	517	297
PIGL	128	128	69	33
PIGM	544	672	296	190
PIGN	245	241	125	54
PIGO	469	615	221	138
PIGP	393	476	239	143
PIGQ	398	528	210	96
